API链接,Update_Time,Author,API名称,API描述,API Popularity,API Latency,API Service Level
https://rapidapi.com/belchiorarkad-FqvHs2EDOtP/api/youtube-downloader19/,2023-07, Pinto Studio ,Youtube Downloader,"Do you want to download youtube videos? This is the right API, it loads fast and it's very easy to use",9.1,"8,484 ms",85%
https://rapidapi.com/sechno-sechno-default/api/latest-anime-api/,2023-09, Sechno ,Latest Anime API,Now you can get data of all latest anime and episodes.,9.3,"1,340 ms",100%
https://rapidapi.com/rur209-fl23Nrvhxii/api/movie-and-tv-shows-quotes/,2023-04, Rohith Ravishankar ,Movie and TV shows Quotes,This API helps query for Famous Movies and TV shows quotes.,9.4,798 ms,99%
https://rapidapi.com/abirbhattacharya82/api/abir82-bollywood-recommendations/,2022-11, Abir Bhattacharya ,Abir82 Bollywood Recommendations,This API recommends a list of Bollywood movies from 2000 to 2019 based on the genre and year selected by the user,9.4,659 ms,100%
https://rapidapi.com/myritebook-myritebook-default/api/myritebook/,2022-11, Myritebook ,Myritebook,Online Streaming of Movies and TV shows on my website.,8.5,"8,714 ms",100%
https://rapidapi.com/arvitaly/api/films2/,2022-11, Vitaly ,Films,Films,9.0,917 ms,100%
https://rapidapi.com/mehrdadmmb2/api/movieland1/,2023-10, mehrdad Ss ,movieland,an api for get movies list for free,8.9,"1,819 ms",100%
https://rapidapi.com/bocahmyanmar/api/apikiki/,2022-11, Bocah Myanmar ,apikiki,movies download and stream,8.6,35 ms,100%
https://rapidapi.com/laminesaadi92-RXm-MnhKQy/api/netflix26/,2022-11, MovieS L92 ,netflix,netflix api,9.3,707 ms,100%
https://rapidapi.com/dockerizator/api/flicksnlinks/,2023-10, Dockerizator ,FlicksNLinks,"The Movie Watch Links API is a powerful tool for movie enthusiasts and streaming platform users. With this API, you can search for a movie by providing its name, and it will return a comprehensive list of all the possible URLs where you can watch that movie.",8.2,"11,046 ms",100%
https://rapidapi.com/minthura635-_V0ntJJpmDT/api/razorcloud-xtream1/,2022-11, MM Tech Channel ,Razorcloud Xtream,Razorcloud xtream api,8.3,522 ms,100%
https://rapidapi.com/unluckychild/api/aiom-db-all-in-one-movie-database/,2022-11, erik parker ,AIOM DB - All In One Movie Database,"Get UPDATED list of Top movies in Cinema, overall, best rated or worst. Complete movie detail with posters, descriptions and all related data.",,,
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202141203/,2022-11, Ellah Toren ,DAILY OVRLL 0822202141203,DAILY OVRLL 6rwoz0vf20210822131203959,,,
https://rapidapi.com/Mangsud/api/paxapi/,2023-01, Mangsud ,PaxApi,Hoi,,,
https://rapidapi.com/WenAP/api/aws-serverless-challenge/,2023-07, WenAP ,aws-serverless-challenge,Documentación SWAPI,8.0,"2,164 ms",100%
https://rapidapi.com/amrashebo09-r8j-JEnjktA/api/movie-and-tv-show-api/,2022-11, Amr Ashebo ,Movie and TV show API,An API that shows top movies and tv shows,,,
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202143542/,2022-11, Ellah Toren ,DAILY OVRLL 0822202143542,DAILY OVRLL cb0c4x5d20210822133542872,,,
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202140642/,2022-11, Ellah Toren ,DAILY OVRLL 0822202140642,DAILY OVRLL 5r3xrdnx20210822130642667,,,
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202130418/,2022-11, Ellah Toren ,DAILY OVRLL 0822202130418,DAILY OVRLL fn7209k620210822120418391,,,
https://rapidapi.com/skrebl/api/tip-for-movie/,2022-11, skrebl ,Tip for movie,"Returns tip for movies on Netflix, Amazon Prime, Disney + and Hulu",,,
https://rapidapi.com/mycoding73-29RJKzwz_49/api/asiandramas-api-with-watching-link/,2022-11, Coding Coder ,AsianDramas API with Watching Link,this api is fully developed for asiandrama watching website,,,
https://rapidapi.com/bhaskarreddyakepati/api/ott-release-updates/,2022-11, Vijay Reddy ,OTT Release Updates,"APIs return the movies and series released every week in most of the Streaming Partners like Amazon Prime Video, Netflix, ZEE5, Sony Liv, Disney + Hotstar, Sun NXT and Aha Video",,,
https://rapidapi.com/ExoWatts/api/chuck-norris-facts/,2022-11, ExoWatts ,Chuck Norris Facts,Chuck Norris facts are satirical factoids about the martial artist and actor Chuck Norris.,,,
https://rapidapi.com/leahdaypeters4411/api/filmquestions/,2022-11, leahdaypeters4411 ,filmquestions,API retrun 10 question about movies,,,
https://rapidapi.com/AMINE1921/api/top-10-movies-of-the-day/,2022-11, AMINE1921 ,TOP 10 movies of the day,With this api you can get top 10 movies of the day by specific platform,,,
https://rapidapi.com/andrewsapw/api/film-ru/,2022-11, Andrew S ,Информация о кино (film.ru),Предоставляет данные о фильме или сериале по названию,,,
https://rapidapi.com/gowatch/api/gowatch/,2022-11, gowatch ,GoWATCH,"iTunes, Microsoft, Apple TV+, Netflix, Hulu, HBO GO, HBO Now, HBO Max, Redbox, Youtube, Google Play Movies, Vudu, iTunes",0.1,348 ms,100%
https://rapidapi.com/standingapi-standingapi-default/api/1mdb-data-searching/,2022-11, StandingAPI ,1MDB Data Searching,"Get Movies and TV Series data API that includes results in a JSON format and includes items such as movie & TV Shows specifications, images, posters, trailers, ratings and more.",0.1,"105,045 ms",0%
https://rapidapi.com/sniperdevil/api/torrent-scrapper-api/,2022-11, sniperdevil ,torrent-scrapper-api,This is a lightweight REST API which scraps torrent data from popular torrent site,,,
https://rapidapi.com/avya1988112008/api/movies-and-tv-database/,2022-11, avdya Batch007 ,Movies and Tv Database,API provide information of movies and TV shows,,,
https://rapidapi.com/apiwhiz/api/game-of-thrones-quotes/,2022-11, api whiz ,Game of Thrones Quotes,This API will return the quotes from one of most famous series the Game of Thrones.,0.0,"1,002 ms",100%
https://rapidapi.com/kvngfawaz-fX53a8DV5tH/api/latest-movies/,2022-11, Fawaz Animashaun ,Latest Movies,"This API gives you access to tons on movies, ready for download for free",0.1,397 ms,0%
https://rapidapi.com/esmat10.niazi/api/movieera-101/,2022-11, Esmatullah niazi ,Movieera-101,An API that provides movies info that includes download and streaming links.,0.0,18 ms,0%
https://rapidapi.com/prajyu2003/api/potter-spells/,2022-11, Prajyu M S ,Potter Spells,Get a random harry potter spells name and its use on each request to any end point,,,
https://rapidapi.com/hendrahima1-0PV5OBAUoqB/api/james-bond-movie-series-data/,2022-11, HenHim ,James Bond Movie Series Data,James Bond movie series,0.0,701 ms,0%
https://rapidapi.com/janetmsrian12253/api/data-movies/,2022-11, janetmsrian12253 ,Data Movies,API retunr movies database,,,
https://rapidapi.com/anshuldagar9/api/porn-links/,2022-11, Ironman9799 ,Porn Links,An API showing porn links from Spangbang website,0.0,516 ms,0%
https://rapidapi.com/lukerhodri-qXjCQuaRNKg/api/highest-grossing-movies/,2022-11, DojoDanger ,Highest Grossing Movies,"An API that retrieves the highest grossing movies, of all time.",,,
https://rapidapi.com/cmwamba058-_Sq9hGXi1E/api/animes3/,2022-11, christopher mwamba ,animes,an API which brings you the best of the best animes from new to old,0.1,368 ms,0%
https://rapidapi.com/standingapi-standingapi-default/api/moviesdb5/,2023-01, StandingAPI ,MoviesDB,"The Open Movie Database The MoviesDB API is a RESTful web service to obtain movie information, all content and images on the site are contributed and maintained by our users.",0.1,"81,129 ms",0%
https://rapidapi.com/rasiqueira/api/netflix-unofficial/,2022-11, encod ,Netflix Unofficial,"Netflix unofficial API. Bringing all the data of the films, with various forms of search, including the rating on IMDB.",0.1,85 ms,0%
https://rapidapi.com/16231108/api/getpopular1/,2022-11, 16231108 ,getpopular,get popular,0.0,"127,250 ms",0%
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202130837/,2022-11, Ellah Toren ,DAILY OVRLL 0822202130837,DAILY OVRLL 2ud21f0720210822120837645,,,
https://rapidapi.com/yaminshelly/api/star-wars7/,2022-11, שלי רביבו ,Star-Wars,This is the set of star wars movies,0.0,223 ms,100%
https://rapidapi.com/mahamcodes/api/movies-api5/,2022-11, Maham Codes ,Movies API,Created from VS Code,,,
https://rapidapi.com/diikagnteng-McDOF1W7i07/api/vod1/,2022-11, handika pratama ,VOD,untuk live streaming,,,
https://rapidapi.com/rahullalraghav/api/movies157/,2022-11, Rahul Lal ,Movies,Movies,,,
https://rapidapi.com/elmehdiwady/api/movies74/,2022-11, elmehdi wady ,movies,api to get movies,,,
https://rapidapi.com/sshanbond/api/movies-shows-subtitles-search1/,2023-01, dev6 ,Movies/Shows Subtitles Search,well maintained api to get results (download links and other info) for subtitles of any movie/ show,0.0,76 ms,100%
https://rapidapi.com/patriciaatrindade/api/movies115/,2022-11, patriciaatrindade ,Movies,API that shows the movies that are playing in the cinema,0.1,373 ms,100%
https://rapidapi.com/deji12/api/protontv/,2023-06, deji12 ,ProtonTv,"This is a movie website api built with python, django and django rest framework",0.0,35 ms,0%
https://rapidapi.com/dhbeckbessinger-nPureuw0-k7/api/rapidtest3/,2022-11, Redwaltz Gaming ,RapidTest,TestApi,,,
https://rapidapi.com/ketuman333-ZEuCxBwXq0v/api/moviehut-random-movie/,2022-11, Ketuman Vishwakarma ,MovieHut - Random Movie,MovieHut is a random movie suggestion API with multiple endpoints and features.,0.1,811 ms,100%
https://rapidapi.com/mdwit0r/api/knopoisk_dev_api/,2023-03, Elliot Alderson ,knopoisk_dev_api,Unofficial kinopoisk API,0.0,226 ms,100%
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202130334/,2022-11, Ellah Toren ,DAILY OVRLL 0822202130334,DAILY OVRLL 2ihh778l20210822120334476,,,
https://rapidapi.com/SheMortal/api/campertrailerpro/,2022-11, She_Mortal ,campertrailerpro,Simple movie trailer reproduction,,,
https://rapidapi.com/yaminshelly/api/my-movies2/,2022-11, שלי רביבו ,my-movies,List of coveted movies. Among them are also Star Wars movies,0.0,440 ms,100%
https://rapidapi.com/jonhsonle-jonhsonle-default/api/thanh-nguyen/,2022-11, jonhsonle ,thanh nguyen,phim hay,,,
https://rapidapi.com/ellahTestingTool/api/daily-ovrll-0822202124848/,2022-11, Ellah Toren ,DAILY OVRLL 0822202124848,DAILY OVRLL 9hlhjjvr20210822114848856,,,
https://rapidapi.com/phuongnam131201.nnnpn/api/movie-group-3/,2022-11, Nam Nguyễn Phương ,Movie Group 3,MindX project,0.0,185 ms,0%
https://rapidapi.com/abdonvaldez705/api/movies-quest/,2022-11, abdonvaldez705 ,Movies Quest,API retrun 10 question about movies,,,
https://rapidapi.com/manoharmohanta/api/reeltorrent/,2023-02, Sunglade Digital Solutions ,ReelTorrent,Get Latest Movie Torrent Links,,,
https://rapidapi.com/adam2004aqsh/api/movie285/,2023-08, Adam Aqashah (My Gaming Mods) ,Movie,-,,,
