API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
bitshakersr.js,https://rapidapi.com/alph4delta/api/bitshakersr-js/,alph4delta-bitshakersr-js-v1.p.rapidapi.com,GET:url,URL JAVASCRIPT to be hacked,,"[{'参数名': ['source', 'run_id'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
asdasd,https://rapidapi.com/jfoasjfas91212/api/asdasd23/,asdasd23.p.rapidapi.com,GET:fasfas,fsafasfas,,[{}],[{}]
melapi,https://rapidapi.com/simmessa/api/melapi1/,melapi1.p.rapidapi.com,POST:store,store something,,[{}],[{}]
npc,https://rapidapi.com/npc-npc-default/api/npc/,npc.p.rapidapi.com,GET:mv2FVg0.png,mv2FVg0.png,,[{}],[{}]
multi-user-agent-parser,https://rapidapi.com/alexgolovov/api/multi-user-agent-parser/,multi-user-agent-parser.p.rapidapi.com,POST:multi-user-agent-parse,test,,[{}],[{}]
testApi,https://rapidapi.com/subaharan-v-subaharan-v-default/api/testapi464/,testapi464.p.rapidapi.com,GET:test,test,,[{}],[{}]
testApi,https://rapidapi.com/subaharan-v-subaharan-v-default/api/testapi464/,testapi464.p.rapidapi.com,GET:test_copy,test,,[{}],[{}]
testApi,https://rapidapi.com/subaharan-v-subaharan-v-default/api/testapi464/,testapi464.p.rapidapi.com,GET:test_copy_copy,test,,[{}],[{}]
mv2FVg0,https://rapidapi.com/npc-npc-default/api/mv2fvg0/,mv2fvg0.p.rapidapi.com,GET:서성,https://i.imgur.com/mv2FVg0.png,,[{}],[{}]
CavyIoT,https://rapidapi.com/vilaswkhade/api/cavyiot/,cavyiot.p.rapidapi.com,GET:device status,To get current status of device you need to make a GET or POST call to the following URL with parameter API key as path,,"[{'参数名': ['api_key'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Watches,https://rapidapi.com/kaushiksheel9/api/watches1/,watches1.p.rapidapi.com,GET:Watches,by this endpoint you will get the data…,,[{}],[{}]
Mobile Devices,https://rapidapi.com/benbaler/api/mobile-devices/,mobile-devices.p.rapidapi.com,GET:Get Device,Get Device Specification,,[{}],"[{'参数名': ['brand'], '参数类型': ['STRING'], '参数注意事项': ['Device Brand']}]"
Mobile Devices,https://rapidapi.com/benbaler/api/mobile-devices/,mobile-devices.p.rapidapi.com,GET:Get Latest,Get Latest Devices Speification,,[{}],"[{'参数名': ['brand', 'limit'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Device Brand', 'Limit Results (Max 100)']}]"
Face Recognition,https://rapidapi.com/rishuism/api/face-recognition/,hci.p.rapidapi.com,GET:/faceapi/v0/api_check,,,[{}],[{}]
Face Recognition,https://rapidapi.com/rishuism/api/face-recognition/,hci.p.rapidapi.com,POST:/faceapi/v0/user_registration,User,User Registration,[{}],[{}]
Face Recognition,https://rapidapi.com/rishuism/api/face-recognition/,hci.p.rapidapi.com,POST:/faceapi/v0/register,Face Registration,Face Registration,[{}],[{}]
Face Recognition,https://rapidapi.com/rishuism/api/face-recognition/,hci.p.rapidapi.com,POST:/faceapi/v0/recognize,Recognize the face,Face Recognition,[{}],[{}]
Face Recognition,https://rapidapi.com/rishuism/api/face-recognition/,hci.p.rapidapi.com,POST:/faceapi/v0/retrive_result,Retrieve the result from asynchronous recognition,Face Recognition,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,GET:Replies,Replies are responses to a message sent using dynamic codes,Messaging,"[{'参数名': ['messageid'], '参数类型': ['STRING'], '参数注意事项': ['Defines the message ID for which a delivery reply is requested.']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,POST:Send Message,Allows authorized users to send messages to handsets and mobile devices using SMS.,Messaging,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,GET:Delivery Notification,"Delivery notifications are provided in response to sending a message using the CMC REST API. A delivery notification provides a message delivery status and the unique message ID associated with each destination in the send request. The message ID is unique in the system, and i...",Messaging,"[{'参数名': ['jobtrackingid'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,GET:Delivery Receipts,Delivery receipts allow you to determine the delivery status of a message. CMC reports two delivery receipts where applicable by the destination’s carrier. The first receipt is the confirmation that the message was sent to the cell network. The second is confirmation of delive...,Messaging,"[{'参数名': ['messageid'], '参数类型': ['STRING'], '参数注意事项': ['Defines 1 to n message IDs for which a delivery receipt is requested. Comma-delimited.']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,GET:Program Replies with Keyword,Requesting of program replies allows the client to retrieve unsolicited Mobile Originated (MO) traffic sent to a CTIA short code or fixed code.,Messaging,"[{'参数名': ['keyword'], '参数类型': ['STRING'], '参数注意事项': ['Defines the program requested.']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,DELETE:Delete contact(s),Delete the contact provisioned in the CMC system.,Contacts,[{}],"[{'参数名': ['mdns', 'all'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Defines the contact(s) that is being deleted. This could be a single number or a comma separated list.', ""Query parameter to be passed in to delete all the contacts. If the 'all' query parameter is specified then mdns should not be used.""]}]"
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,POST:Add contact,Add contacts into the CMC system,Contacts,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,PUT:Update contact,Update contacts into the CMC system,Contacts,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,POST:Add multiple contacts,Add multiple contacts into the CMC system,Contacts,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,PUT:Update multiple contacts,Update multiple contacts into the CMC system,Contacts,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,GET:Retrieve contact(s),"Retrieve the contact provisioned in the CMC system. Contacts are used as message destination, and contacts can be added to a group for sending group messages.",Contacts,[{}],"[{'参数名': ['mdns', 'all'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Defines the contact(s) that is being queried. This could be a single number or a comma separated list.', ""Query parameter to be passed in to retrieve all the contacts. If the 'all' query parameter is specified then mdns should not be used.""]}]"
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,POST:Add group,Add groups into the CMC system,Groups,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,DELETE:Delete group members,Add group member from existing groups in the CMC system,Groups,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,POST:Add group members,Add group member to existing groups into the CMC system,Groups,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,DELETE:Delete group,Delete the group provisioned in the CMC system.,Groups,"[{'参数名': ['groupnames'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,DELETE:Delete all groups,Delete all the groups provisioned in the CMC system.,Groups,"[{'参数名': ['all'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Query parameter to be passed in to delete all the groups.']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,GET:Retrieve group,Retrieve the group provisioned in the CMC system,Groups,"[{'参数名': ['groupname'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,POST:Schedule an event,Schedule a calendar event,Scheduling,[{}],[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,DELETE:Delete all scheduled events,Delete all the scheduled events from the CMC system.,Scheduling,"[{'参数名': ['all'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Query parameter to be passed in to delete all the scheduled events.']}]",[{}]
TCS Cloud Messaging,https://rapidapi.com/cmc_messaging/api/tcs-cloud-messaging/,sms.p.rapidapi.com,DELETE:Delete Scheduled event,Delete a scheduled event from the CMC system,Scheduling,"[{'参数名': ['msgids'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Disconnect,The disconnect method deletes any stored tokens or connection information from the connectors database.,Connectors,"[{'参数名': ['connector'], '参数类型': ['STRING'], '参数注意事项': ['Lowercase system name of the source application or device. Get a list of available connectors from the /connectors/list endpoint.']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Connect,"Attempt to obtain a token from the data provider, store it in the database. With this, the connector to continue to obtain new user data until the token is revoked.",Connectors,"[{'参数名': ['connector'], '参数类型': ['STRING'], '参数注意事项': ['Lowercase system name of the source application or device. Get a list of available connectors from the /connectors/list endpoint.']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Connection Instructions,Returns instructions that describe what parameters and endpoint to use to connect to the given data provider.,Connectors,[{}],"[{'参数名': ['usePopup'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Should use popup when enabling connector']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Update,The update method tells the QM Connector Framework to check with the data provider (such as Fitbit or MyFitnessPal) and retrieve any new measurements available.,Connectors,"[{'参数名': ['connector'], '参数类型': ['STRING'], '参数注意事项': ['Lowercase system name of the source application or device']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:List Connectors,"A connector pulls data from other data providers using their API or a screenscraper. Returns a list of all available connectors and information about them such as their id, name, whether the user has provided access, logo url, connection instructions, and the update history.",Connectors,[{}],[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Connector Information,"Returns information about the connector such as the connector id, whether or not is connected for this user (i.e. we have a token or credentials), and its update history for the user.",Connectors,"[{'参数名': ['connector'], '参数类型': ['STRING'], '参数注意事项': ['Lowercase system name of the source application or device. Get a list of available connectors from the /connectors/list endpoint.']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Connect Parameter,Returns instructions that describe what parameters and endpoint to use to connect to the given data provider.,Connectors,[{}],"[{'参数名': ['defaultValue', 'usePopup'], '参数类型': ['STRING', 'BOOLEAN'], '参数注意事项': ['Default parameter value', 'Should use popup when enabling connector']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Correlations,Get correlations,Correlations,[{}],"[{'参数名': ['sort', 'cause', 'limit', 'offset', 'effect'], '参数类型': ['STRING', 'STRING', 'NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['Sort by given field. If the field is prefixed with `-, it will sort in descending order.', 'ORIGINAL variable name of the cause variable for which the user desires correlations', 'The LIMIT is used to limit the number of results returned. So if you have 1000 results, but only want to the first 10, you would set this to 10 and offset to 0.', ""Now suppose you wanted to show results 11-20. You'd set the offset to 10 and the limit to 10."", 'ORIGINAL variable name of the effect variable for which the user desires correlations']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,POST:Add correlation or/and vote for it.,Add correlation or/and vote for it.,Correlations,[{}],[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search Correlations,Returns the average correlations from all users for all public variables that contain the characters in the search query.,Correlations,"[{'参数名': ['search', 'effectorcause'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Name of the variable that you want to know the causes or effects of.', 'Specifies whehter to return the effects or causes of the searched variable.']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search user correlations for a given effect,Returns average of all correlations and votes for all user cause variables for a given effect.,Correlations,"[{'参数名': ['variablename'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search user correlations for a given cause,Returns average of all correlations and votes for all user effect variables for a given cause.,Correlations,"[{'参数名': ['variablename'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search public correlations for a given cause,Returns average of all correlations and votes for all public cause variables for a given cause.,Correlations,"[{'参数名': ['variablename'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search public correlations for a given effect,Returns average of all correlations and votes for all public cause variable for a given effect.,Correlations,"[{'参数名': ['variablename'], '参数类型': ['STRING'], '参数注意事项': ['Effect variable name']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,POST:Delete vote,Delete previously posted vote,Correlations,[{}],[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search user correlations for a given cause filtered by organization,"Returns average of all correlations and votes for all user cause variables for a given effect. If parameter ""include_public"" is used, it also returns public correlations. User correlation overwrites or supersedes public correlation.",Correlations,[{}],"[{'参数名': ['include_public'], '参数类型': ['STRING'], '参数注意事项': ['Include bublic correlations, Can be ""1"" or empty.']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,POST:Store or Update a Correlation,Store or Update a Correlation,Correlations,[{}],"[{'参数名': ['correlationcoefficient'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,POST:Votes,This is to enable users to indicate their opinion on the plausibility of a causal relationship between a treatment and outcome. QuantiModo incorporates crowd-sourced plausibility estimations into their algorithm. This is done allowing user to indicate their view of the plausib...,Correlations,"[{'参数名': ['cause', 'effect', 'correlation', 'vote'], '参数类型': ['STRING', 'STRING', 'NUMBER', 'BOOLEAN'], '参数注意事项': ['Cause variable name', 'Effect variable name', 'Correlation value', 'Vote: 0 (for implausible) or 1 (for plausible)']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Search user correlation for a given effect filtering by organization,"Returns average of all correlations and votes for all user cause variables for a given effect. If parameter ""include_public"" is used, it also returns public correlations. User correlation overwrites or supersedes public correlation.",Correlations,[{}],"[{'参数名': ['include_public'], '参数类型': ['STRING'], '参数注意事项': ['Include bublic correlations, Can be ""1"" or empty.']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,POST:Store / Update Measurements,Post a new set or update existing measurements to the database,Measurements,[{}],[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Measurement Time Range,Get Unix time-stamp (epoch time) of the user's first and last measurements taken.,Measurements,[{}],"[{'参数名': ['sources', 'user'], '参数类型': ['STRING', 'NUMBER'], '参数注意事项': ['Enter source name to limit to specific source (varchar)', 'If not specified, uses currently logged in user (bigint)']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,POST:Add a data source,Add a life-tracking app or device to the QuantiModo list of data sources.,Measurements,[{}],[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Measurement Sources,Returns a list of all the apps from which measurement data is obtained.,Measurements,[{}],[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Measurements,"Get measurements for this user. Measurements are any value that can be recorded like daily steps, a mood rating, or apples eaten.",Measurements,[{}],"[{'参数名': ['unit', 'startTime', 'endTime', 'groupingWidth', 'groupingTimezone', 'limit', 'offset', 'sort'], '参数类型': ['STRING', 'STRING', 'STRING', 'NUMBER', 'STRING', 'NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['The unit your want the measurements in', 'The lower limit of measurements returned (Epoch)', 'The upper limit of measurements returned (Epoch)', 'The time (in seconds) over which measurements are grouped together', 'The time (in seconds) over which measurements are grouped together', 'The LIMIT is used to limit the number of results returned. So if you have 1000 results, but only want to the first 10, you would set this to 10 and offset to 0.', ""Now suppose you wanted to show results 11-20. You'd set the offset to 10 and the limit to 10."", 'Sort by given field. If the field is prefixed with `-, it will sort in descending order.']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Get Authorization Token,Ask the user if they want to allow a client applications to submit or obtain data from their QM account.,Oauth2,[{}],"[{'参数名': ['scope', 'realm', 'state'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['Scopes include basic, readmeasurements, and writemeasurements. The ""basic"" scope allows you to read user info (displayname, email, etc). The ""readmeasurements"" scope allows one to read a user\'s data. The ""writemeasurements"" scope allows you to write user data. Separate multiple scopes by a space.', 'Name of the realm representing the users of your distributed applications and services. A ""realm"" attribute MAY be included to indicate the scope of protection.', 'An opaque string that is round-tripped in the protocol; that is to say, it is returned as a URI parameter in the Basic flow, and in the URI #fragment in the Implicit flow. The state can be useful for correlating requests and responses. Because your redirect_uri can be guessed, using a state value can increase your assurance that an incoming connection is the result of an authentication request. If you generate a random string or encode the hash of some client state (e.g., a cookie) in this state variable, you can validate the response to additionally ensure that the request and response originated in the same browser. This provides protection against attacks such as cross-site request forgery.']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Get Access Token,Client provides authorization token obtained from /api/oauth2/authorize to this endpoint and receives an access token. Access token can then,Oauth2,[{}],"[{'参数名': ['response_type', 'scope', 'redirect_uri', 'state', 'realm'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['If the value is code, launches a Basic flow, requiring a POST to the token endpoint to obtain the tokens. If the value is token id_token or id_token token, launches an Implicit flow, requiring the use of Javascript at the redirect URI to retrieve tokens from the URI fragment.', 'Space-delimited set of permissions that the application requests. Scopes include ""basic"", ""readmeasurements"", and ""writemeasurements"". The ""basic"" scope allows you to read user info (displayname, email, etc). The ""readmeasurements"" scope allows one to read a user\'s data. The ""writemeasurements"" scope allows you to write user data. Separate multiple scopes by a space.', 'The redirect URI is the URL within your client application that will receive the OAuth2 credentials.', 'An opaque string that is round-tripped in the protocol; that is to say, it is returned as a URI parameter in the Basic flow, and in the URI', 'Name of the realm representing the users of your distributed applications and services. A ""realm"" attribute MAY be included to indicate the scope of protection.']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Pairs,Pairs cause measurements with effect measurements grouped over the duration of action after the onset delay.,Pairs,[{}],"[{'参数名': ['duration', 'delay', 'startTime', 'endTime', 'causeSource', 'effectSource', 'causeUnit', 'effectUnit', 'limit', 'offset', 'sort'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['Duration of action (in seconds) from the cause variable settings.', 'Delay before onset of action (in seconds) from the cause variable settings.', 'The earliest date (in epoch time) for which we should return measurements', 'The most recent date (in epoch time) for which we should return measurements', 'Name of data source that the cause measurements should come from', 'Name of data source that the effectmeasurements should come from', 'Abbreviated name for the unit cause measurements to be returned in', 'Abbreviated name for the unit effect measurements to be returned in', 'The LIMIT is used to limit the number of results returned. So if you have 1000 results, but only want to the first 10, you would set this to 10 and offset to 0.', ""Now suppose you wanted to show results 11-20. You'd set the offset to 10 and the limit to 10."", 'Sort by given field. If the field is prefixed with `-, it will sort in descending order.']}]"
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Disconnect,The disconnect method deletes any stored tokens or connection information from the connectors database.,Connectors,"[{'参数名': ['connector'], '参数类型': ['STRING'], '参数注意事项': ['Lowercase system name of the source application or device. Get a list of available connectors from the /connectors/list endpoint.']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Connect,"Attempt to obtain a token from the data provider, store it in the database. With this, the connector to continue to obtain new user data until the token is revoked.",Connectors,"[{'参数名': ['connector'], '参数类型': ['STRING'], '参数注意事项': ['Lowercase system name of the source application or device. Get a list of available connectors from the /connectors/list endpoint.']}]",[{}]
QuantiModo,https://rapidapi.com/quantimodo/api/quantimodo/,quantimodo-quantimodo-v1.p.rapidapi.com,GET:Connection Instructions,Returns instructions that describe what parameters and endpoint to use to connect to the given data provider.,Connectors,[{}],"[{'参数名': ['usePopup'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Should use popup when enabling connector']}]"
