API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
TextGears,https://rapidapi.com/Textgears/api/textgears/,textgears-textgears-v1.p.rapidapi.com,POST:Grammar check,"The method allows you to check the text for grammatical, spelling, punctuation and stylistic errors. Supported languages: English, French, German, Portuguese, Italian, Spanish, Japanese, Chinese, Greek.
Provides error description and fix suggestions.",,[{}],[{}]
TextGears,https://rapidapi.com/Textgears/api/textgears/,textgears-textgears-v1.p.rapidapi.com,POST:Language detection,"Determination of the language of the text and the assumption of its dialect. The method returns an array of probable options for each language. If it is not possible to unambiguously identify the language, the language field returns null.",,[{}],[{}]
TextGears,https://rapidapi.com/Textgears/api/textgears/,textgears-textgears-v1.p.rapidapi.com,POST:Readability,Calculates readability and other text metrics.,,[{}],[{}]
TextGears,https://rapidapi.com/Textgears/api/textgears/,textgears-textgears-v1.p.rapidapi.com,POST:Spell checker,"Checks the text for typos in English, French, German, Portuguese, Italian, Spanish, Japanese, Chinese, Greek",,[{}],[{}]
TextGears,https://rapidapi.com/Textgears/api/textgears/,textgears-textgears-v1.p.rapidapi.com,POST:Summarization and keywords extraction,Automatic text summarization and keywords extraction. API returns a summary and a highlight. What's the difference?,,[{}],[{}]
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,GET:Display Entities,Renders the extracted entity types on submitted text or spans defined manually.,,[{}],"[{'参数名': ['spans', 'model'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]"
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,GET:Extract Entities,Extracts named entities from text.,,[{}],"[{'参数名': ['model'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,POST:Extract Entities (POST),Extracts named entities from text.,,[{}],[{}]
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,GET:Sentiment,Get the sentiment of submitted text using VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based sentiment analysis tool that is specifically attuned to sentiments expressed in social media.,,"[{'参数名': ['text'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,POST:Sentiment (POST),Get the sentiment of submitted text using VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based sentiment analysis tool that is specifically attuned to sentiments expressed in social media.,,[{}],[{}]
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,POST:Extract Text [From Webpage] (POST),Extract text from the webpage linked with the url query parameter.,,[{}],[{}]
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,GET:Extract Text [From Webpage],Extract text from the webpage linked with the url query parameter.,,"[{'参数名': ['url'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
TextAPI,https://rapidapi.com/textapi/api/textapi/,textapis.p.rapidapi.com,POST:Display Entities (POST),Renders the extracted entity types on submitted text or spans defined manually.,,[{}],[{}]
Language Detection,https://rapidapi.com/detectlanguage/api/language-detection-2/,community-language-detection.p.rapidapi.com,POST:Detect Batch,Detect languages of multiple texts at once,,[{}],[{}]
Language Detection,https://rapidapi.com/detectlanguage/api/language-detection-2/,community-language-detection.p.rapidapi.com,POST:Detect,Detect text language,,[{}],[{}]
Text-Processing,https://rapidapi.com/japerk/api/text-processing/,japerk-text-processing.p.rapidapi.com,POST:phrases,Extract phrase chunks and named entities from text. See http://text-processing.com/docs/phrases.html for more details.,,[{}],[{}]
Text-Processing,https://rapidapi.com/japerk/api/text-processing/,japerk-text-processing.p.rapidapi.com,POST:tag,"Part-of-speech tagging, phrase chunking, and named entity recognition of text. See http://text-processing.com/docs/tag.html for more details.",,[{}],[{}]
Text-Processing,https://rapidapi.com/japerk/api/text-processing/,japerk-text-processing.p.rapidapi.com,POST:stem,Stem or lemmatize each word in given text. See http://text-processing.com/docs/stem.html for more details.,,[{}],[{}]
Text-Processing,https://rapidapi.com/japerk/api/text-processing/,japerk-text-processing.p.rapidapi.com,POST:sentiment,Analyze sentiment of English text. See http://text-processing.com/docs/sentiment.html for more details.,,[{}],[{}]
Job Description Generator,https://rapidapi.com/job-description-ai-job-description-ai-default/api/job-description-generator1/,job-description-generator1.p.rapidapi.com,POST:Generate Skills,Generate skills based on the job title.,,[{}],[{}]
Job Description Generator,https://rapidapi.com/job-description-ai-job-description-ai-default/api/job-description-generator1/,job-description-generator1.p.rapidapi.com,POST:Generate Responsibilities,Generate job responsibilities based on the job title and skills. The responsibilities will return as a list.,,[{}],[{}]
Job Description Generator,https://rapidapi.com/job-description-ai-job-description-ai-default/api/job-description-generator1/,job-description-generator1.p.rapidapi.com,POST:Generate Qualifications,Generate skills based on the job title.,,[{}],[{}]
Job Description Generator,https://rapidapi.com/job-description-ai-job-description-ai-default/api/job-description-generator1/,job-description-generator1.p.rapidapi.com,POST:Generate Personalized Intro,Generate skills based on the job title.,,[{}],[{}]
Job Description Generator,https://rapidapi.com/job-description-ai-job-description-ai-default/api/job-description-generator1/,job-description-generator1.p.rapidapi.com,POST:Generate Role Summary,Generate skills based on the job title.,,[{}],[{}]
Summarize Texts,https://rapidapi.com/oneai-oneai-default/api/summarize-texts/,summarize-texts.p.rapidapi.com,POST:Summarize,"Send a POST request to this endpoint to summarize a text.
Enter text input as a JSON object with an input field of type string.
In the response, the summary is located in output[0].text.",,[{}],[{}]
Article Data Extraction and Summarization,https://rapidapi.com/artemsementsov/api/article-data-extraction-and-summarization/,article-data-extraction-and-summarization.p.rapidapi.com,GET:/article,Extract text from url,,[{}],"[{'参数名': ['summarize', 'summarize_language'], '参数类型': ['BOOLEAN', 'STRING'], '参数注意事项': ['', '']}]"
Article Data Extraction and Summarization,https://rapidapi.com/artemsementsov/api/article-data-extraction-and-summarization/,article-data-extraction-and-summarization.p.rapidapi.com,POST:/summary,Summarize text,,[{}],[{}]
Cyber Guardian,https://rapidapi.com/samurai-labs-samurai-labs-default/api/cyber-guardian/,cyber-guardian.p.rapidapi.com,GET:setup,"Generates a link that grants access to the configuration dashboard for the Cyber Guardian and redirects you to it, already logged in through Rapid.",,[{}],[{}]
Cyber Guardian,https://rapidapi.com/samurai-labs-samurai-labs-default/api/cyber-guardian/,cyber-guardian.p.rapidapi.com,POST:detections,An API endpoint which returns an analysis of the detected content of a given message in regards to the current API configuration,,[{}],[{}]
Cyber Guardian,https://rapidapi.com/samurai-labs-samurai-labs-default/api/cyber-guardian/,cyber-guardian.p.rapidapi.com,POST:executions,An API endpoint which stores the details of the moderation action taken in response to the detections endpoint.,,[{}],[{}]
MagicAPI Article Extraction,https://rapidapi.com/pipfeed-pipfeed-default/api/magicapi-article-extraction/,magicapi-article-extraction.p.rapidapi.com,POST:extract,Extract any URL,,[{}],[{}]
Bionic Reading,https://rapidapi.com/bionic-reading-bionic-reading-default/api/bionic-reading1/,bionic-reading1.p.rapidapi.com,POST:Convert,Convert plain text to Bionic Reading.,,[{}],[{}]
GrammarBot,https://rapidapi.com/grammarbot/api/grammarbot/,grammarbot.p.rapidapi.com,POST:check,"GrammarBot will check the 'text' parameter for any spelling and/or grammatical errors, and respond with suggested corrections.",,[{}],[{}]
Brand Recommendation,https://rapidapi.com/symanto-symanto-default/api/brand-recommendation/,brand-recommendation.p.rapidapi.com,POST:Brand Recommendation Analysis,"Detects if the text is a promoter, detractor or and indifferent suggestion.
Supported Languages: [en, de, es]
Returned labels: [Promote, Detract, Indifferent]",,[{}],[{}]
Communication Style,https://rapidapi.com/symanto-symanto-default/api/communication-style/,communication-style.p.rapidapi.com,POST:Communication Style,"Detect the communication purpose and style of the text. The style includes: - self-revealing (sharing one's one experience and opinion) - fact-oriented (focusing on factual information, objective observations or statements) - information-seeking (posing questions) - action-see...",,[{}],[{}]
Ekman Emotion Analysis,https://rapidapi.com/symanto-symanto-default/api/ekman-emotion-analysis/,ekman-emotion-analysis.p.rapidapi.com,POST:Ekman Emotion Analysis,"Detect the emotion expressed in the text.
Supported language codes are: [ de, en, es ]
Retrieved emotions can be any of: [anger, disgust, fear, joy,no-emotion, sadness, surprise]",,[{}],[{}]
Sentiment Analysis,https://rapidapi.com/symanto-symanto-default/api/sentiment-analysis9/,sentiment-analysis9.p.rapidapi.com,POST:Sentiment Analysis,"Detect the text-level sentiment.
Supported Languages: [en, de, es, ar, ch, tk]
Returned labels: [positive, negative]",,[{}],[{}]
AI Chatbot,https://rapidapi.com/farish978/api/ai-chatbot/,ai-chatbot.p.rapidapi.com,GET:Chat,The chatbot endpoint.,,"[{'参数名': ['message', 'uid'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Message that the chatbot has to respond to.', 'User Identification for personalised response and response continuity.']}]",[{}]
Paraphrase Genius,https://rapidapi.com/genius-tools-genius-tools-default/api/paraphrase-genius/,paraphrase-genius.p.rapidapi.com,POST:Paraphrase,This is the default paraphrase endpoint.,,[{}],[{}]
GPT Summarization,https://rapidapi.com/OpenedAI/api/gpt-summarization/,gpt-summarization.p.rapidapi.com,POST:summarize,Summarizes text.,,[{}],[{}]
Personality Traits,https://rapidapi.com/symanto-symanto-default/api/personality-traits/,personality-traits.p.rapidapi.com,POST:Personality Traits,"Predict the personality traits to understand how the author of the written text makes decisions, whether they are Emotional (relationship-oriented, focusing on social values and empathy) or Rational (objective and pragmatic, focusing on facts and logical deduction).
Supp...",,[{}],[{}]
Gender From Name,https://rapidapi.com/metaapi-metaapi-default/api/gender-from-name/,gender-from-name.p.rapidapi.com,GET:getGender,"Finds the gender from over 100,000 (first) names. Supports name variants as well.",,"[{'参数名': ['name'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Web2Meaning,https://rapidapi.com/knowledgator-knowledgator-default/api/web2meaning/,web2meaning.p.rapidapi.com,POST:parse,Extract information from web resources,,[{}],[{}]
Rewriter/Paraphraser/Text Changer (Multi-Language),https://rapidapi.com/smodin/api/rewriter-paraphraser-text-changer-multi-language/,rewriter-paraphraser-text-changer-multi-language.p.rapidapi.com,POST:Rewriter Endpoint,"RAPID API test endpoint only returns a mock response. We recommend you use postman to test real data. For questions or how to use Postman, please see ""About"" FAQ. SUCCESS RATE: Success rate is 97%, however many users have sent incorrect reques...",,[{}],[{}]
JSpell Checker,https://rapidapi.com/page-scholar-inc-page-scholar-inc-default/api/jspell-checker/,jspell-checker.p.rapidapi.com,POST:check,perform spell and grammar check with options,,[{}],[{}]
Rapid Translate Multi Traduction,https://rapidapi.com/sibaridev/api/rapid-translate-multi-traduction/,rapid-translate-multi-traduction.p.rapidapi.com,POST:Rapid Translate Long Text,Rapid Translate Long Text without html tags,,[{}],[{}]
Rapid Translate Multi Traduction,https://rapidapi.com/sibaridev/api/rapid-translate-multi-traduction/,rapid-translate-multi-traduction.p.rapidapi.com,POST:Rapid Translate Multi Traduction,Rapid Translate Multi Traduction,,[{}],[{}]
Aspect Based Sentiment Analysis,https://rapidapi.com/symanto-symanto-default/api/aspect-based-sentiment-analysis/,aspect-based-sentiment-analysis.p.rapidapi.com,POST:topic-sentiment,"Detects topics, topic category of each topic, and then analyzes the sentiment towards each of the topics mentioned.",,[{}],[{}]
Google Translate,https://rapidapi.com/yourdevmail/api/google-translate112/,google-translate112.p.rapidapi.com,GET:detect,detect language in given text,,"[{'参数名': ['text'], '参数类型': ['STRING'], '参数注意事项': ['Please provide the text for which you want to detect the language.']}]",[{}]
Google Translate,https://rapidapi.com/yourdevmail/api/google-translate112/,google-translate112.p.rapidapi.com,GET:translate,https://cloud.google.com/translate/docs/languages,,"[{'参数名': ['text', 'target_lang'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', 'enter language code of target language ( you can get language code here : https://cloud.google.com/translate/docs/languages)']}]",[{}]
Paraphrasing and Rewriter API,https://rapidapi.com/neuralwriter-neuralwriter-default/api/paraphrasing-and-rewriter-api/,paraphrasing-and-rewriter-api.p.rapidapi.com,POST:Rewrite hard,Hard rewrite mode,,[{}],[{}]
Paraphrasing and Rewriter API,https://rapidapi.com/neuralwriter-neuralwriter-default/api/paraphrasing-and-rewriter-api/,paraphrasing-and-rewriter-api.p.rapidapi.com,POST:Rewrite medium,Medium rewrite mode,,[{}],[{}]
Paraphrasing and Rewriter API,https://rapidapi.com/neuralwriter-neuralwriter-default/api/paraphrasing-and-rewriter-api/,paraphrasing-and-rewriter-api.p.rapidapi.com,POST:Rewrite light,Light rewrite mode,,[{}],[{}]
Paraphrasing Tool,https://rapidapi.com/healthytechguy/api/paraphrasing-tool1/,paraphrasing-tool1.p.rapidapi.com,POST:Rewrite,"This endpoint automatically rewrites sentences, phrases or paragraphs and removes plagiarised material.",,[{}],[{}]
Google Translator,https://rapidapi.com/IRCTCAPI/api/google-translator9/,google-translator9.p.rapidapi.com,POST:Detects,Detects the language of text within a request.,,[{}],[{}]
Google Translator,https://rapidapi.com/IRCTCAPI/api/google-translator9/,google-translator9.p.rapidapi.com,POST:Translates,"Translates input text, returning translated text",,[{}],[{}]
Google Translator,https://rapidapi.com/IRCTCAPI/api/google-translator9/,google-translator9.p.rapidapi.com,GET:Languages,Returns a list of supported languages for translation.,,[{}],[{}]
Text Extract,https://rapidapi.com/altanalys/api/text-extract7/,text-extract7.p.rapidapi.com,GET:Extract Text,"Extracts text, word count and metadata from given URL",,"[{'参数名': ['url'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
AI Textraction,https://rapidapi.com/TextractionAI/api/ai-textraction/,ai-textraction.p.rapidapi.com,POST:Textraction,"Textraction is a powerful AI-powered text parser which processes unstructured text to extract custom user-defined entities. It can be used to extract exact values (examples: prices, dates, names, emails, p...",,[{}],[{}]
Username Guardian,https://rapidapi.com/samurai-labs-samurai-labs-default/api/username-guardian1/,username-guardian1.p.rapidapi.com,POST:username,An API endpoint which returns a linguistic analysis of a given username with regard to toxicity.,,[{}],[{}]
Ultra Fast Translation,https://rapidapi.com/sibaridev/api/ultra-fast-translation/,ultra-fast-translation.p.rapidapi.com,POST:Multi Line Super Fast,Multi Line Super Ultra Fast Translation,,[{}],[{}]
GrammarBot Neural,https://rapidapi.com/grammarbot/api/grammarbot-neural/,grammarbot-neural.p.rapidapi.com,POST:check,Check grammar of input text and receive auto-corrected text along with a list of suggested corrections.,,[{}],[{}]
Language Detection,https://rapidapi.com/symanto-symanto-default/api/language-detection4/,language-detection4.p.rapidapi.com,POST:Language Detection,"Identify the language of the input text.
Returned labels: language_code of the detected language",,[{}],[{}]
Bing Spell Check,https://rapidapi.com/microsoft-azure-org-microsoft-cognitive-services/api/bing-spell-check2/,bing-spell-check2.p.rapidapi.com,GET:Spell Check,Check spelling.,,[{}],"[{'参数名': ['preContextText', 'postContextText', 'mkt'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['A string that gives context to the text string. For example, the text string petal is valid; however, if you set preContextText to bike, the context changes and the text string becomes not valid. In this case, the API will suggest that you change petal to pedal (as in bike pedal).', 'A string that gives context to the text string. For example, the text string read is valid; however, if you set postContextText to carpet, the context changes and the text string becomes not valid. In this case, the API will suggest that you change read to red (as in red carpet).', 'For proof mode, only support en-us, es-es, pt-br, For spell mode, support all language codes.']}]"
Bing Spell Check,https://rapidapi.com/microsoft-azure-org-microsoft-cognitive-services/api/bing-spell-check2/,bing-spell-check2.p.rapidapi.com,POST:Spell Check,Check spelling.,,[{}],[{}]
Plagiarism Source Checker with Links,https://rapidapi.com/alreadycoded/api/plagiarism-source-checker-with-links/,plagiarism-source-checker-with-links.p.rapidapi.com,POST:text,It can accept any text.,,[{}],[{}]
Text Analysis,https://rapidapi.com/gaurmanojkumar530/api/text-analysis12/,text-analysis12.p.rapidapi.com,POST:language-detection,Find out what all languages are present in your text.,,[{}],[{}]
Text Analysis,https://rapidapi.com/gaurmanojkumar530/api/text-analysis12/,text-analysis12.p.rapidapi.com,POST:named-entity-recognition,"Named entity recognition is a task of information extraction that seeks to locate and classify named entities mentioned in unstructured text into pre-defined categories such as person names, organizations, locations, time expressions, quantities, monetary values, percentages, ...",,[{}],[{}]
Text Analysis,https://rapidapi.com/gaurmanojkumar530/api/text-analysis12/,text-analysis12.p.rapidapi.com,POST:sentiment-analysis,Sentiment analysis is the use of natural language processing to systematically identify and extract subjective information. Sentiment analysis is widely applied to movie reviews and survey responses.,,[{}],[{}]
Text Analysis,https://rapidapi.com/gaurmanojkumar530/api/text-analysis12/,text-analysis12.p.rapidapi.com,POST:summarize-text,"Summarize a long article, story, etc.",,[{}],[{}]
Text Analysis,https://rapidapi.com/gaurmanojkumar530/api/text-analysis12/,text-analysis12.p.rapidapi.com,POST:extract-text-from-files,"Extract text from files like
""csv, doc, docx, eml, epub, json, html, htm, msg, odt, pdf, pptx, ps, rtf, txt, xls, xlsx, gif, jpg, jpeg, png, tiff, tif, mp3, ogg, wav""",,[{}],[{}]
Plagiarism Remover,https://rapidapi.com/healthytechguy/api/plagiarism-remover/,plagiarism-remover.p.rapidapi.com,POST:Rewrite,"This endpoint automatically rewrites sentences, phrases or paragraphs and removes plagiarised material.",,[{}],[{}]
Optimize_text,https://rapidapi.com/Webinfo/api/optimize_text/,webinfo-optimize_text-v1.p.rapidapi.com,POST:/api/optimize_text,/api/optimize_text,,[{}],[{}]
Terminology Extraction,https://rapidapi.com/translated/api/terminology-extraction/,translated-terminology-extraction-v1.p.rapidapi.com,GET:/get.php,,,"[{'参数名': ['text', 'lang'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', 'Currently supported languages: en,fr,it']}]",[{}]
Udyog Aadhaar OCR,https://rapidapi.com/idfy-idfy-default/api/udyog-aadhaar-ocr/,udyog-aadhaar-ocr.p.rapidapi.com,POST:Udyog Aadhaar OCR,Extraction of details from image of an Udyog Aadhaar Certificate in real-time.,,[{}],[{}]
Random Word by API-Ninjas,https://rapidapi.com/apininjas/api/random-word-by-api-ninjas/,random-word-by-api-ninjas.p.rapidapi.com,GET:/v1/randomword,API Ninjas Random Word API endpoint. Returns a random word.,,[{}],"[{'参数名': ['type'], '参数类型': ['STRING'], '参数注意事项': ['Type of word. Possible values are: noun, verb, adjective, adverb.']}]"
Profanity Filter by API-Ninjas,https://rapidapi.com/apininjas/api/profanity-filter-by-api-ninjas/,profanity-filter-by-api-ninjas.p.rapidapi.com,GET:/v1/profanityfilter,API Ninjas Profanity Filter API endpoint. Returns the censored version (bad words replaced with asterisks) of any given text and whether the text contains profanity.,,"[{'参数名': ['text'], '参数类型': ['STRING'], '参数注意事项': ['Input text. Maximum 1000 characters.']}]",[{}]
National ID Vietnam OCR,https://rapidapi.com/idfy-idfy-default/api/national-id-vietnam-ocr/,national-id-vietnam-ocr.p.rapidapi.com,GET:GET Call,Used to fetch api result using the request id received in responses.,,"[{'参数名': ['request_id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
National ID Vietnam OCR,https://rapidapi.com/idfy-idfy-default/api/national-id-vietnam-ocr/,national-id-vietnam-ocr.p.rapidapi.com,POST:National ID Vietnam OCR,Vietnam NID OCR API allows you to onboard your customers with speed and precision.,,[{}],[{}]
Any Definition,https://rapidapi.com/liulijen/api/any-definition1/,any-definition1.p.rapidapi.com,GET:word,Get the core idea for any sentence,,"[{'参数名': ['phrase'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Text Sentiment Analysis,https://rapidapi.com/evlar-evlar-default/api/text-sentiment-analysis5/,text-sentiment-analysis5.p.rapidapi.com,POST:Detect Sentiment,Detect Sentiment,,[{}],[{}]
Paraphraser,https://rapidapi.com/ahmedjaved701/api/paraphraser2/,paraphraser2.p.rapidapi.com,POST:Paraphraser V2,Now you can added source language to get more accurate results.,,[{}],[{}]
Paraphraser,https://rapidapi.com/ahmedjaved701/api/paraphraser2/,paraphraser2.p.rapidapi.com,POST:Multilingual paraphrase,This endpoint support multiple language support,,[{}],[{}]
Sentiments,https://rapidapi.com/connexun-srl-connexun-srl-default/api/sentiments1/,sentiments1.p.rapidapi.com,POST:/sentiment,"This endpoint requires an input text or twitter url , and in response evaluates if the overall sentiment of the text is positive, or negative. This sentiment along with the score obtained is returned in response as JSON object. If twitter url is supplied then the corresponding...",,[{}],[{}]
Thesaurus - Multi Language Synonyms,https://rapidapi.com/grantmk-3i5afngdA_Q/api/thesaurus-multi-language-synonyms/,thesaurus-multi-language-synonyms.p.rapidapi.com,POST:Retrieve Synonym,"Send a language, locale and word to get a full list of synonyms for that word.",,[{}],[{}]
Thesaurus - Multi Language Synonyms,https://rapidapi.com/grantmk-3i5afngdA_Q/api/thesaurus-multi-language-synonyms/,thesaurus-multi-language-synonyms.p.rapidapi.com,GET:Available Languages,Return available languages for thesaurus,,[{}],[{}]
Thesaurus - Multi Language Synonyms,https://rapidapi.com/grantmk-3i5afngdA_Q/api/thesaurus-multi-language-synonyms/,thesaurus-multi-language-synonyms.p.rapidapi.com,GET:Heartbeat,Return available languages for thesaurus,,[{}],[{}]
