API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
Postal Ninja,https://rapidapi.com/PostalNinja/api/postal-ninja/,postal-ninja.p.rapidapi.com,GET:listTracks,Lists all or selected packages with pagination.,v1,[{}],"[{'参数名': ['list', 'ids', 'trackCodes'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['Select packages only from given list. Or any - if not specified', 'Return packages only with IDs from given comma-separated list', 'Return packages only with tracking numbers from given comma-separated list']}]"
Postal Ninja,https://rapidapi.com/PostalNinja/api/postal-ninja/,postal-ninja.p.rapidapi.com,GET:ping,Returns OK for authorized API user,v1,[{}],[{}]
Postal Ninja,https://rapidapi.com/PostalNinja/api/postal-ninja/,postal-ninja.p.rapidapi.com,GET:getTrack,Returns tracking info for given package ID.,v1,"[{'参数名': ['id', 'await', 'lang'], '参数类型': ['STRING', 'BOOLEAN', 'STRING'], '参数注意事项': ['Package ID', ""If true - await previously submitted refresh request to complete, if false - don't wait and return package info immediately"", 'Language to translate event descriptions and locations to: AS_IS - no translation at all, EN - use only stored translations to English, EN_MT - use machine translation by Google if there is no stored translation for this term, etc.']}]",[{}]
Postal Ninja,https://rapidapi.com/PostalNinja/api/postal-ninja/,postal-ninja.p.rapidapi.com,PUT:updateTrack,Updates following attributes of the package with given ID: destination country.,v1,[{}],[{}]
Postal Ninja,https://rapidapi.com/PostalNinja/api/postal-ninja/,postal-ninja.p.rapidapi.com,POST:refreshTrack,"Submits on-demand refresh request to tracking engine for package with given ID. Please note, that packages in ACTIVE list are auto-tracked regularly so you don't need to do this for such packages.",v1,[{}],[{}]
Postal Ninja,https://rapidapi.com/PostalNinja/api/postal-ninja/,postal-ninja.p.rapidapi.com,POST:moveTrack,"Moves package with given ID to ARCHIVED, TRASHED or back to ACTIVE list.",v1,[{}],[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/cities/states/:stateIsoCode,List of city for iso state.,Cities,"[{'参数名': ['stateIsoCode'], '参数类型': ['STRING'], '参数注意事项': ['State ISO Code']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/cities/postcode/:stateIsoCode/:postCode,List of city for iso state and postcode.,Cities,"[{'参数名': ['stateIsoCode', 'postCode'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['State ISO Code', 'Postcode']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/cities/search/:stateIsoCode/:keyword,Search city for iso state and keyword name.,Cities,"[{'参数名': ['stateIsoCode', 'keyword'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['State ISO Code', 'Keyword to search, example: Caballito']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/cities/states,List of states for Argentina with iso code.,Cities,[{}],[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/offices/postcode/:service/:postCode,List of offices for iso state and postcode.,Offices,"[{'参数名': ['service', 'postCode'], '参数类型': ['STRING', 'NUMBER'], '参数注意事项': ['Service Name: correo_argentino, oca, andreani', 'Postcode']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/offices/search/:service/:stateIsoCode/:keyword,List of offices for iso state and postcode.,Offices,"[{'参数名': ['keyword', 'service', 'stateIsoCode'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['Keyword to search, example: Caballito', 'Service Name: correo_argentino, oca, andreani', 'State ISO Code']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/quotes/city/correo_argentino/:weight/:stateIsoCodeSrc/:normalizeCityNameSrc/:stateIsoCodeDst/:normalizeCityNameDst,List of quote for iso state and city keyword name in Correo Argentino.,Quotes,"[{'参数名': ['normalizeCityNameSrc', 'stateIsoCodeDst', 'normalizeCityNameDst', 'weight', 'stateIsoCodeSrc'], '参数类型': ['STRING', 'STRING', 'STRING', 'NUMBER', 'STRING'], '参数注意事项': ['Normalize City Name of Source', 'State ISO Code of Destination', 'Normalize City Name of Destination', 'Weight in KG', 'State ISO Code of Source']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/quotes/postcode/oca/:cuit/:operativa/:cost/:weight/:volume/:postCodeSrc/:postCodeDst,Quote for postcode in OCA e-Pack.,Quotes,"[{'参数名': ['postCodeDst', 'cuit', 'operativa', 'cost', 'postCodeSrc', 'volume', 'weight'], '参数类型': ['NUMBER', 'STRING', 'STRING', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER'], '参数注意事项': ['Postcode Destination', 'CUIT of your account in OCA e-Pack', 'Operativa number of your account in OCA e-Pack', 'Cost of products in ARS', 'Postcode Source', 'Volume in cm3', 'Weight in KG']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,POST:/quotes/postcode/andreani/:clientNumber/:contractNumber/:officeIsoSrc/:postCodeDst,Quote for postcode in Andreani.,Quotes,[{}],[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/quotes/postcode/correo_argentino/:weight/:postCodeSrc/:postCodeDst,List of quote for postcode in Correo Argentino.,Quotes,"[{'参数名': ['postCodeDst', 'postCodeSrc', 'weight'], '参数类型': ['NUMBER', 'NUMBER', 'NUMBER'], '参数注意事项': ['Postcode Destination', 'Postcode Source', 'Weight in KG']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,POST:/bins/calculate,Calculate box from one list of products and boxes.,Bins,[{}],[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/tracking/correo_argentino/result_task/:task_id,Result for one Task ID.,Tracking,"[{'参数名': ['task_id'], '参数类型': ['STRING'], '参数注意事项': ['Task ID']}]",[{}]
Transportistas de Argentina,https://rapidapi.com/kijamve/api/transportistas-de-argentina/,transportistas-de-argentina.p.rapidapi.com,GET:/tracking/correo_argentino/create_task/:service/:tracking_code,"Create task to get the history.
The result of the trace can be obtained after approximately 20-60 seconds by calling the endpoint: /tracking/correo_argentino/result_task/:task_id
**IMPORTANT: ** The result will only be stored for approx 1 hour.",Tracking,"[{'参数名': ['service', 'tracking_code'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Service: ecommerce, mercadolibre, national, national-plus or national-international', 'Tracking code']}]",[{}]
Air Cargo Schedule and Rate,https://rapidapi.com/cargoai-cargoai-default/api/air-cargo-schedule-and-rate/,air-cargo-schedule-and-rate.p.rapidapi.com,POST:Search Schedules & Rates,Search latest schedules and rates,,[{}],[{}]
Air Cargo Schedule and Rate,https://rapidapi.com/cargoai-cargoai-default/api/air-cargo-schedule-and-rate/,air-cargo-schedule-and-rate.p.rapidapi.com,POST:Create Booking,API to create a booking in airline system (and modify and cancel),,[{}],[{}]
Air Cargo Schedule and Rate,https://rapidapi.com/cargoai-cargoai-default/api/air-cargo-schedule-and-rate/,air-cargo-schedule-and-rate.p.rapidapi.com,PUT:Cancel Booking,Cancel an existing booking.,,[{}],[{}]
TrackingMore,https://rapidapi.com/apidojo/api/trackingmore/,trackingmore.p.rapidapi.com,GET:packages/v2/track,Get tracking information of specific package,,"[{'参数名': ['trackingNumber'], '参数类型': ['STRING'], '参数注意事项': ['Tracking number of package']}]",[{}]
TrackingMore,https://rapidapi.com/apidojo/api/trackingmore/,trackingmore.p.rapidapi.com,GET:carriers/detect,Detect carrier by providing tracking number,,"[{'参数名': ['trackingNumber'], '参数类型': ['STRING'], '参数注意事项': ['The tracking number of parcel']}]",[{}]
TrackingMore,https://rapidapi.com/apidojo/api/trackingmore/,trackingmore.p.rapidapi.com,GET:carriers/list,List all supported carriers,,[{}],[{}]
TrackingMore,https://rapidapi.com/apidojo/api/trackingmore/,trackingmore.p.rapidapi.com,GET:packages/track (Deprecated),Get tracking information of specific package,,[{}],"[{'参数名': ['lang'], '参数类型': ['STRING'], '参数注意事项': ['One of the following : en|cn|es|it|ru']}]"
Order Tracking,https://rapidapi.com/colinnn/api/order-tracking/,order-tracking.p.rapidapi.com,GET:All carriers,Return lists of all available carriers.,,[{}],[{}]
Order Tracking,https://rapidapi.com/colinnn/api/order-tracking/,order-tracking.p.rapidapi.com,POST:Realtime tracking,Get realtime tracking results of a single tracking,,[{}],[{}]
Kargom Nerede,https://rapidapi.com/kargomneredeco/api/kargom-nerede/,kargom-nerede.p.rapidapi.com,GET:companies,Companies,,[{}],[{}]
Kargom Nerede,https://rapidapi.com/kargomneredeco/api/kargom-nerede/,kargom-nerede.p.rapidapi.com,POST:tracking,Tracking,,[{}],[{}]
Motor Carrier Search,https://rapidapi.com/digital-insights-digital-insights-default/api/motor-carrier-search/,motor-carrier-search.p.rapidapi.com,GET:Search by License Plate,"Search by license plate number for the owning company details, inspections, crashes and other valuable data",,"[{'参数名': ['Plate', 'State'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Motor Carrier Search,https://rapidapi.com/digital-insights-digital-insights-default/api/motor-carrier-search/,motor-carrier-search.p.rapidapi.com,GET:Legal Name Search,Search for details by company name,,"[{'参数名': ['LEGAL_NAME'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Motor Carrier Search,https://rapidapi.com/digital-insights-digital-insights-default/api/motor-carrier-search/,motor-carrier-search.p.rapidapi.com,GET:DOT Number Search,Enter a DOT Number for search,,"[{'参数名': ['DOT_NUMBER'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Motor Carrier Search,https://rapidapi.com/digital-insights-digital-insights-default/api/motor-carrier-search/,motor-carrier-search.p.rapidapi.com,GET:Search by VIN,"Search by vehicle identification number for the owning company details, inspections, crashes and other valuable data",,"[{'参数名': ['VIN_NUMBER'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
EPC Decoder,https://rapidapi.com/legomatrix/api/epc-decoder/,epc-decoder.p.rapidapi.com,GET:EPC,Get request that returns the GTIN and Serial number for a given EPC.,,"[{'参数名': ['epc'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Canadian Postal Code Lookup,https://rapidapi.com/sarkedev-ltd-sarkedev-ltd-default/api/canadian-postal-code-lookup/,canadian-postal-code-lookup.p.rapidapi.com,GET:Lookup Postal Code,This will return the full valid address including postal code.,,"[{'参数名': ['address', 'city', 'province'], '参数类型': ['STRING', 'STRING', 'ENUM'], '参数注意事项': ['', '', '']}]",[{}]
Route optimization,https://rapidapi.com/geoapify-gmbh-geoapify/api/route-optimization/,route-optimization.p.rapidapi.com,GET:Route and directions,"Calculate route between provided waypoints, including turn by turn directions",,"[{'参数名': ['mode', 'waypoints'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Routing mode - drive, truck, bicycle, walk or transit', 'List of two or more lat,lon coordinates, separated by the pipe symbol \\""|\\""']}]",[{}]
Rastreamento de Pacotes nos Correios,https://rapidapi.com/bomcarteiro/api/rastreamento-de-pacotes-nos-correios/,rastreamento-de-pacotes-nos-correios.p.rapidapi.com,GET:Detalhe de um pacote,Esse endpoint retorna todos os detalhes de um pacote específico.,,"[{'参数名': ['package'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Calculate service area,https://rapidapi.com/geoapify-gmbh-geoapify/api/calculate-service-area/,calculate-service-area.p.rapidapi.com,GET:Reachability area (isoline),Calculate isoline that defines reachability or service area (by travel time or distance),,"[{'参数名': ['mode', 'lat', 'type', 'lon', 'range'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Travel mode - drive, truck, bicycle, walk or transit', 'Latitude of the starting location', 'Calculate by ""time"" or ""distance""', 'Longitude of the starting location', 'Maximum duration (seconds) or distance (meters)']}]",[{}]
TrueWay VRP,https://rapidapi.com/trueway/api/trueway-vrp/,trueway-vrp.p.rapidapi.com,POST:/vrp,Solves a vehicle routing problem (VRP) to find the best routes for a fleet of vehicles.,,[{}],[{}]
Air Cargo Route and Schedule,https://rapidapi.com/cargoai-cargoai-default/api/air-cargo-route-and-schedule/,air-cargo-route-and-schedule.p.rapidapi.com,POST:Search,Search latest routes and schedule,,[{}],[{}]
Cargo2ZERO,https://rapidapi.com/cargoai-cargoai-default/api/cargo2zero/,cargo2zero.p.rapidapi.com,GET:CO2 data from and AWB,"Get CO2 calculation, and benchmark data per AWB number",,"[{'参数名': ['awb'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Cargo2ZERO,https://rapidapi.com/cargoai-cargoai-default/api/cargo2zero/,cargo2zero.p.rapidapi.com,GET:CO2 data from a Flight,"Get CO2 calculation, and benchmark data from a Flight number and date",,"[{'参数名': ['flightnumber', 'date', 'weight'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '']}]",[{}]
Cargo2ZERO,https://rapidapi.com/cargoai-cargoai-default/api/cargo2zero/,cargo2zero.p.rapidapi.com,GET:CO2 data per Origin/Destination and Flight,Get CO2 calculation and benchmark on route,,"[{'参数名': ['origin', 'destination', 'aircraft', 'weight'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '', '']}]",[{}]
suivi-colis,https://rapidapi.com/opt-nc-opt-nc-default/api/suivi-colis/,suivi-colis.p.rapidapi.com,GET:Latest,L'état courant (ie. le dernier état du colis).,,"[{'参数名': ['colisId'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
suivi-colis,https://rapidapi.com/opt-nc-opt-nc-default/api/suivi-colis/,suivi-colis.p.rapidapi.com,GET:Count,"Compte le nombre d'étapes de l'historique, pratique pour limiter la consommation réseau ou les ressources sur un IoT. Permet par exemple de poller un état de manière optimale.",,"[{'参数名': ['colisId'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
suivi-colis,https://rapidapi.com/opt-nc-opt-nc-default/api/suivi-colis/,suivi-colis.p.rapidapi.com,GET:All,Tout l'historique du colis depuis son envoi jusqu'au dernier état en cours.,,"[{'参数名': ['colisid'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
suivi-colis,https://rapidapi.com/opt-nc-opt-nc-default/api/suivi-colis/,suivi-colis.p.rapidapi.com,GET:Health,Get the API's health,Management,[{}],[{}]
Pridnestrovie Post,https://rapidapi.com/dnestrx-dnestrx-default/api/pridnestrovie-post/,pridnestrovie-post.p.rapidapi.com,GET:Get track info,Get track info by track number,,"[{'参数名': ['track_number'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Zebra Code,https://rapidapi.com/dev-8SMIA-cJK/api/zebra-code/,zebra-code.p.rapidapi.com,GET:/,Generate a barcode image based on the provided barcode type and data,,"[{'参数名': ['data', 'type'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The data to encode in the barcode', 'The type of barcode to generate']}]",[{}]
Correo Argentino,https://rapidapi.com/brunoaramburu/api/correo-argentino1/,correo-argentino1.p.rapidapi.com,POST:Calcular costo de envio POST,"Calculo de costo de envio de paqueteria con correo argentino.
Retorna el costo de envio a sucursal y a domicilio.
En el body se deben enviar:",Envio,[{}],[{}]
Correo Argentino,https://rapidapi.com/brunoaramburu/api/correo-argentino1/,correo-argentino1.p.rapidapi.com,GET:Calcular costo de envio GET,"Calculo de costo de envio de paqueteria con correo argentino.
Retorna el costo de envio a sucursal y a domicilio.
Como parametros se deben enviar:",Envio,"[{'参数名': ['cpOrigen', 'cpDestino', 'provinciaOrigen', 'provinciaDestino', 'peso'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '', '', '']}]",[{}]
Correo Argentino,https://rapidapi.com/brunoaramburu/api/correo-argentino1/,correo-argentino1.p.rapidapi.com,POST:Calcular peso volumetrico POST,"Calculo de peso volumetrico.
(largo * ancho * alto) / 5000
En el body se deben enviar:",Peso,[{}],[{}]
Correo Argentino,https://rapidapi.com/brunoaramburu/api/correo-argentino1/,correo-argentino1.p.rapidapi.com,GET:Calcular peso volumetrico GET,"Calculo de peso volumetrico.
(largo * ancho * alto) / 5000
Como parametros se deben enviar:",Peso,"[{'参数名': ['largo', 'ancho', 'alto'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['', '', '']}]",[{}]
Correo Argentino,https://rapidapi.com/brunoaramburu/api/correo-argentino1/,correo-argentino1.p.rapidapi.com,GET:Obtener sucursales,"Obtener las sucursales de correo argentino en una determinada provincia
Como parametro se debe enviar:",Sucursales,"[{'参数名': ['provincia'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
GS1Parser,https://rapidapi.com/alex-datawise/api/gs1parser/,gs1parser.p.rapidapi.com,GET:/parse,,parse,"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['Machine- or human-readable GS1 barcode data.']}]",[{}]
Transitaires,https://rapidapi.com/opt-nc-opt-nc-default/api/transitaires/,transitaires.p.rapidapi.com,GET:Transitaire,Récupère un transitaire donnée,,"[{'参数名': ['id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Transitaires,https://rapidapi.com/opt-nc-opt-nc-default/api/transitaires/,transitaires.p.rapidapi.com,GET:Transitaires,Renvoie tous les transiatires,,[{}],[{}]
Turkey Postal Codes,https://rapidapi.com/ufukatbas/api/turkey-postal-codes/,turkey-postal-codes.p.rapidapi.com,GET:il,Turkish plates. 1 to 81,,"[{'参数名': ['il'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
TrackService,https://rapidapi.com/rdrunnerxx/api/trackservice/,rdrunnerxx-trackservice.p.rapidapi.com,POST:Geocode,"Use the following method to get latitude and longitude coordinates for a location by specifying values such as a postal code, and street address.",,[{}],[{}]
TrackService,https://rapidapi.com/rdrunnerxx/api/trackservice/,rdrunnerxx-trackservice.p.rapidapi.com,POST:Calculate Distance by Address,Use the following method to calculate distance and time between two addresses.,,[{}],[{}]
TrackService,https://rapidapi.com/rdrunnerxx/api/trackservice/,rdrunnerxx-trackservice.p.rapidapi.com,POST:Calculate Distance by Location,Use the following method to calculate distance and time between two locations by using GPS coordinates,,[{}],[{}]
TrackService,https://rapidapi.com/rdrunnerxx/api/trackservice/,rdrunnerxx-trackservice.p.rapidapi.com,POST:Calculate Route,"Use the following URL template to get a route by specifying a series of locations. A location is a specified geographical location defined by longitude and latitude that is used for navigational purposes. The route includes information such as route instructions, travel durati...",,[{}],[{}]
TrackService,https://rapidapi.com/rdrunnerxx/api/trackservice/,rdrunnerxx-trackservice.p.rapidapi.com,POST:Calculate Routes,"Use the following URL template to get multiple routes by specifying a series of locations. A location is a specified geographical location defined by longitude and latitude that is used for navigational purposes. Every route includes information such as route instructions, tra...",,[{}],[{}]
TrackService,https://rapidapi.com/rdrunnerxx/api/trackservice/,rdrunnerxx-trackservice.p.rapidapi.com,POST:Dispatch,Dispatch method can optimize 100's of stops using one or several vehicles. You can use address or latitude/longitude to define a location of a Vehicle and a Stop.,,[{}],[{}]
Travelling salesman problem. Best route finder,https://rapidapi.com/zilinskivan/api/travelling-salesman-problem-best-route-finder/,travelling-salesman-problem-best-route-finder.p.rapidapi.com,POST:go,Find the best (shortest) route,,[{}],[{}]
3D Bin Packing Calculator,https://rapidapi.com/kijamve/api/3d-bin-packing-calculator/,3d-bin-packing-calculator.p.rapidapi.com,POST:/bins/calculate,Calculate box from one list of products and boxes.,Bins,[{}],[{}]
3D Bin Packing Problem,https://rapidapi.com/zilinskivan/api/3d-bin-packing-problem/,3d-bin-packing-problem.p.rapidapi.com,POST:go,This API implementation is used to solve 3D container packing problems for shipping carton calculation.,,[{}],[{}]
LogBA,https://rapidapi.com/pruebas972-wfkbo1Y4zmK/api/logba/,logba.p.rapidapi.com,GET:a1,a12,,[{}],[{}]
Top Window Cleaners,https://rapidapi.com/top-window-cleaners-top-window-cleaners-default/api/top-window-cleaners/,top-window-cleaners.p.rapidapi.com,GET:Top Window Cleaners,Professional window cleaning in London,,[{}],"[{'参数名': ['windowcleanerslondon'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]"
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,GET:Base,Base endpoint for all GET requests,,[{}],"[{'参数名': ['ID'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,DELETE:Remove,Url to delete resource,,[{}],[{}]
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,PATCH:Modify,PATCH request to modify resource,,[{}],[{}]
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,POST:Show,Base url to show data,,[{}],[{}]
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,PUT:Add/Edit,Url to add or edit database,,[{}],[{}]
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,GET:Paginate,Url used to filter data by page.,,[{}],"[{'参数名': ['Paginate'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,GET:Id,Url used to filter data by Id.,,[{}],"[{'参数名': ['Id'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
AlumPrice,https://rapidapi.com/iftiin-koox-iftiin-koox-default/api/alumprice/,alumprice.p.rapidapi.com,GET:Filter,This url is used to filter data by date.,,[{}],[{}]
Arktis - GPS Data Point History,https://rapidapi.com/cthielen/api/arktis-gps-data-point-history/,arktis-gps-data-point-history.p.rapidapi.com,GET:get_query,This is the endpoint used to query your data points back from the API. It uses query string parameters to specify the conditions for the results to return.,,"[{'参数名': ['startTime', 'endTime', 'device'], '参数类型': ['NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['Epoch time representation of the start of the query window', 'Epoch time representation of the end time of the query window', ""The ID of the device you're querying data points for. This is a combination of 8 alphanumeric characters. Reference the /device endpoint for more information on your current devices or to add new ones.""]}]",[{}]
Arktis - GPS Data Point History,https://rapidapi.com/cthielen/api/arktis-gps-data-point-history/,arktis-gps-data-point-history.p.rapidapi.com,POST:post_data,Use this endpoint to send your data points to the API.,,[{}],[{}]
Arktis - GPS Data Point History,https://rapidapi.com/cthielen/api/arktis-gps-data-point-history/,arktis-gps-data-point-history.p.rapidapi.com,POST:post_device,Add a new device to the user. Send the deviceName in the body and a device ID will be returned,,[{}],[{}]
Arktis - GPS Data Point History,https://rapidapi.com/cthielen/api/arktis-gps-data-point-history/,arktis-gps-data-point-history.p.rapidapi.com,GET:get_device,Returns all available devices under the current user.,,[{}],[{}]
segment test delete,https://rapidapi.com/approvals-org-approve-meeee/api/segment-test-delete/,segment-test-delete.p.rapidapi.com,PUT:geg,gegeg,,[{}],[{}]
AIPickerRoute,https://rapidapi.com/kairoslogicapi/api/aipickerroute3/,aipickerroute3.p.rapidapi.com,POST:AIPickerRoute,Picker route optimization engine minimizes the time required for picking an order. Output being a re-ordered distance optimized pick list.,AI for Warehouse management,[{}],[{}]
Geo Location,https://rapidapi.com/edgeapis/api/geo-location14/,geo-location14.p.rapidapi.com,POST:Address from coordinates,Gets an address from latitude and longitude,,[{}],[{}]
Geo Location,https://rapidapi.com/edgeapis/api/geo-location14/,geo-location14.p.rapidapi.com,POST:Coordinates from address,Gets latitude and longitude from an address.,,[{}],[{}]
OnFleet,https://rapidapi.com/stefan.skliarov/api/OnFleet/,OnFleetstefan-skliarovV1.p.rapidapi.com,POST:findRecipientByPhone,Search for recipient by phone,,[{}],[{}]
