API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
Places,https://rapidapi.com/opentripmap/api/places1/,opentripmap-places-v1.p.rapidapi.com,GET:Place properties,Returns detailed information about the object. Objects can contain different amount of information.,,"[{'参数名': ['xid', 'lang'], '参数类型': ['STRING', 'ENUM'], '参数注意事项': ['Unique identifier of the object in OpenTripMap', 'Two-letter language code (ISO639-1). The following values are available: en (english), ru (russian)']}]",[{}]
Places,https://rapidapi.com/opentripmap/api/places1/,opentripmap-places-v1.p.rapidapi.com,GET:Places list by radius (Nearby Search),"Method returns objects closest to the selected point optionally filtered by parameters. Only basic information is include in response: xid, name, kinds, osm, wikidata of each object. Depending on the chosen format, the response is either a simple array of objects (with a small...",Objects list,[{}],"[{'参数名': ['src_attr', 'format', 'kinds', 'src_geom', 'rate', 'limit', 'name'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'NUMBER', 'STRING'], '参数注意事项': ['The source of the object attributes. It is allowed to point multiple sources separated by commas. Objects from all sources are returned by default. Available values : osm, wikidata, snow, cultura.ru, rosnedra, user', 'The output format (GeoJSON is set by default). Specify “count” to get the number of obtained objects. Available values : json, geojson, count', 'Object category. Several comma-separated categories may be stated with OR logic. Objects from all categories are returned by default. See object category hierarchy at https://dev.opentripmap.com/doc/en/', 'The source of the object geometry. Objects from all sources are returned by default. Available values : osm, wikidata, snow, cultura.ru, rosnedra', 'Minimum rating of the object popularity, 1 - minimum, 3- maximum, h - object is referred to the cultural heritage. Objects from all categories are returned by default. Available values : 1, 2, 3, 1h, 2h, 3h', 'Maximum number of returned objects. 500 is set by default.', 'The text string on which to search at the begining of the object name (mimimum 3 characters). All objects are returned by default.']}]"
Places,https://rapidapi.com/opentripmap/api/places1/,opentripmap-places-v1.p.rapidapi.com,GET:Places list by bounding box,"Method returns all objects (or number of objects) in the given boundary box optionally filtered by parameters. Only basic information is include in response: xid, name, kinds, osm, wikidata of each object. Depending on the chosen format, the response is either a simple array o...",Objects list,[{}],"[{'参数名': ['name', 'format', 'limit', 'src_geom', 'src_attr', 'kinds', 'rate'], '参数类型': ['STRING', 'STRING', 'NUMBER', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['The text string on which to search at the begining of the object name (mimimum 3 characters). All objects are returned by default.', 'The output format (GeoJSON is set by default). Specify “count” to get the number of obtained objects. Available values : json, geojson, count', 'Maximum number of returned objects. 500 is set by default.', 'The source of the object geometry. Objects from all sources are returned by default. Available values : osm, wikidata, snow, cultura.ru, rosnedra', 'The source of the object attributes. It is allowed to point multiple sources separated by commas. Objects from all sources are returned by default. Available values : osm, wikidata, snow, cultura.ru, rosnedra, user', 'Object category. Several comma-separated categories may be stated with OR logic. Objects from all categories are returned by default. See object category hierarchy at https://dev.opentripmap.com/doc/en/', 'Minimum rating of the object popularity, 1 - minimum, 3- maximum, h - object is referred to the cultural heritage. Objects from all categories are returned by default. Available values : 1, 2, 3, 1h, 2h, 3h']}]"
Places,https://rapidapi.com/opentripmap/api/places1/,opentripmap-places-v1.p.rapidapi.com,GET:Autosuggest,"Method returns suggestions for search term closest to the selected point optionally filtered by parameters. Only basic information is include in response: xid, name, kinds, osm, wikidata of each object. Depending on the chosen format, the response is either a simple array of o...",Objects list,[{}],"[{'参数名': ['kinds', 'rate', 'src_attr', 'format', 'limit', 'src_geom'], '参数类型': ['STRING', 'STRING', 'STRING', 'ENUM', 'NUMBER', 'STRING'], '参数注意事项': ['Object category. Several comma-separated categories may be stated with OR logic. Objects from all categories are returned by default. See object category hierarchy at https://dev.opentripmap.com/doc/en/', 'Minimum rating of the object popularity, 1 - minimum, 3- maximum, h - object is referred to the cultural heritage. Objects from all categories are returned by default. Available values : 1, 2, 3, 1h, 2h, 3h', 'The source of the object attributes. It is allowed to point multiple sources separated by commas. Objects from all sources are returned by default. Available values : osm, wikidata, snow, cultura.ru, rosnedra, user', 'The output format (GeoJSON is set by default). Specify “count” to get the number of obtained objects. Available values : json, geojson', 'Maximum number of returned objects. 500 is set by default.', 'The source of the object geometry. Objects from all sources are returned by default. Available values : osm, wikidata, snow, cultura.ru, rosnedra']}]"
Distance,https://rapidapi.com/Distance.to/api/distance/,distanceto.p.rapidapi.com,GET:Get distance,Get a distance between locations,,[{}],"[{'参数名': ['car'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Add car route distance and duration']}]"
Reverse Geocoding and Geolocation Service,https://rapidapi.com/Noggle/api/reverse-geocoding-and-geolocation-service/,geocodeapi.p.rapidapi.com,GET:GetTimezone,"Finds the local timezone for any given geo-location point by lat and long and returns timezone information with Timezone name, Timezone id and current local time.",,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['NUMBER', 'NUMBER'], '参数注意事项': ['', '']}]",[{}]
Reverse Geocoding and Geolocation Service,https://rapidapi.com/Noggle/api/reverse-geocoding-and-geolocation-service/,geocodeapi.p.rapidapi.com,GET:GetNearestCities,"Returns a readable place name as nearest 3 cities with population, country and distance based on given latitude/longitude pair.",,"[{'参数名': ['latitude', 'longitude', 'range'], '参数类型': ['NUMBER', 'NUMBER', 'NUMBER'], '参数注意事项': ['latitude in decimal degrees (wgs84)', 'longitude in decimal degrees (wgs84)', 'max radial range for lookup in meter (0=no range)']}]",[{}]
Reverse Geocoding and Geolocation Service,https://rapidapi.com/Noggle/api/reverse-geocoding-and-geolocation-service/,geocodeapi.p.rapidapi.com,GET:GetLargestCities,"Returns 5 largest cities within a given radial range with name, population, country and distance.",,"[{'参数名': ['latitude', 'longitude', 'range'], '参数类型': ['NUMBER', 'NUMBER', 'NUMBER'], '参数注意事项': ['latitude in decimal degrees (wgs84)', 'longitude in decimal degrees (wgs84)', 'radial lookup range in meters (max 100.000)']}]",[{}]
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query by FSA Code,Query by Postal FSA ( example T6H ),Query by FSA Code,"[{'参数名': ['postal-fsa'], '参数类型': ['STRING'], '参数注意事项': ['Query by value postal code FSA, example: \\""A0A\\""']}]",[{}]
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query for LDU Boundary by Location and Resolution,Query for LDU H3 Boundary by Location and Resolution,Query by LDU Code for H3 Poly.,[{}],"[{'参数名': ['resolution'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]"
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query for LDU Boundary by H3Index,"Query for Boundary by H3Index.
Query for a LDU boundary by H3 Index, if a LDU Postal Code does not exist within the H3 Index Hexagon, an empty FeatureCollection is returned.",Query by LDU Code for H3 Poly.,"[{'参数名': ['h3ndex'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query for LDU boundary,Query by a LDU Postal Code,Query by LDU Code for H3 Poly.,[{}],"[{'参数名': ['resolution'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]"
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query for City names by province/territory name,Query for City names by province/territory name,Query for City or Province,"[{'参数名': ['province'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query for City Boundary by City name,Query for City Boundary by City name,Query for City or Province,"[{'参数名': ['name'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
ca.boundaries.io,https://rapidapi.com/VanitySoft/api/ca-boundaries-io/,vanitysoft-canada-postal-boundaries-v1.p.rapidapi.com,GET:Query for All Province / Territory names,Query for All Province / Territory names,Query for City or Province,[{}],[{}]
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Retrieve UK Postal Sector Outline Boundaries,"example: Query by ""W41,W42"" sectors.",Query for Sector and District,"[{'参数名': ['postal-sector'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Retrieve UK Postal District Outline Boundaries,"example: Query by ""TW12"" district",Query for Sector and District,"[{'参数名': ['postal-district'], '参数类型': ['STRING'], '参数注意事项': ['Query by postal district code.']}]",[{}]
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Query for Postal Code Unit Boundary( H3 Geo Boundary ),Query for Postal Unit Boundary (ex. ZE1 0AE),Query for Postal Unit,[{}],"[{'参数名': ['resolution'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]"
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Query for Postal Unit Boundary by H3Index,Query for Postal Unit Boundary by H3Index,Query for Postal Unit,[{}],"[{'参数名': ['resolution'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]"
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Query for Hexagon by Location and Resolution,Query for Hexagon by Location and Resolution,H3: Hexagonal Support,"[{'参数名': ['longitude', 'latitude', 'resolution'], '参数类型': ['NUMBER', 'NUMBER', 'NUMBER'], '参数注意事项': ['', '', '']}]",[{}]
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Query for Hexagon by H3Index,Query for Hexagon by H3Index,H3: Hexagonal Support,"[{'参数名': ['h3Index'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
uk.boundaries.io,https://rapidapi.com/VanitySoft/api/uk-boundaries-io/,vanitysoft-uk-boundaries-io-v1.p.rapidapi.com,GET:Query for Distance between two H3 Indexes,Query for Distance between two H3 Indexes,H3: Hexagonal Support,[{}],"[{'参数名': ['h3Index2', 'h3Index1'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,POST:Query by WKT(MultiPolygon or Polygon),Query by WKT(MultiPolygon or Polygon),,[{}],[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,POST:(PRO Plan and above only) Query for multiple county boundaries.,Query for multiple county boundaries. Max is 20 counties.,County Boundaries,[{}],[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for County Names By State,Query for County Names By State,County Boundaries,"[{'参数名': ['state'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by for County boundaries,Returns the Generic County Boundary file from US Census.,County Boundaries,"[{'参数名': ['stateAbbrv', 'countyName'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Location for County boundaries,Query by Location for a County boundary,County Boundaries,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['NUMBER', 'NUMBER'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:(MEGA PLAN ONLY)Query for DMA Region Area Boundary,"MEGA Subscription required
Query for Nielsen's DMA Region Boundary and metadata by DMA Name.
The metadata data is publicly available from thevab.com from URL https:/...",Unofficial Nielsen DMA,"[{'参数名': ['name'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:(MEGA PLAN ONLY)Query for DMA Region Names by State,"MEGA Subscription required
Query for DMA Region Names by State",Unofficial Nielsen DMA,"[{'参数名': ['state'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:[Depreciated] Query by Zipcodes Boundaries,Query by Zipcodes Boundaries,US Zipcode Boundaries,[{}],"[{'参数名': ['zipcode', 'city', 'state', 'showCenter', 'combine', 'showDetails', 'and', 'county'], '参数类型': ['STRING', 'STRING', 'STRING', 'BOOLEAN', 'BOOLEAN', 'BOOLEAN', 'BOOLEAN', 'STRING'], '参数注意事项': ['', '', '', '', '', '', '', '']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Zipcode(s) for zipcode bondaries,"Get US State,Zipcode, or City boundaries",US Zipcode Boundaries,[{}],"[{'参数名': ['zipcode', 'city', 'state', 'showCenter', 'combine', 'showDetails', 'and', 'county'], '参数类型': ['STRING', 'STRING', 'STRING', 'BOOLEAN', 'BOOLEAN', 'BOOLEAN', 'BOOLEAN', 'STRING'], '参数注意事项': ['', '', '', '', '', '', '', '']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by a FIPS for Zipcode boundaries,FIPS county code. The FIPS county code is a five-digit Federal Information Processing Standards (FIPS) code (FIPS 6-4) which uniquely identifies counties and county equivalents in the United States.,US Zipcode Boundaries,[{}],"[{'参数名': ['showDetails'], '参数类型': ['BOOLEAN'], '参数注意事项': ['']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Radius(in miles) .for Zipcode boundaries,"Get US zipcode boundaries that are contained within OR intersect the radius in miles of the point(latitude,longtitude).",US Zipcode Boundaries,[{}],"[{'参数名': ['radius', 'showCirlce', 'showDetails'], '参数类型': ['NUMBER', 'BOOLEAN', 'BOOLEAN'], '参数注意事项': ['radius size in miles. defaults to 1 mile.', 'show the bounding Circle in results or not.', 'Show County & State FIPS']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Location for Zipcode boundaries,Search for a zipcode that intersect a location.,US Zipcode Boundaries,[{}],"[{'参数名': ['showwithinpoint'], '参数类型': ['BOOLEAN'], '参数注意事项': ['Show the location(lat,long) used as a GeoJsonPoint in results.']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,POST:(PRO Plan and above) Query for up to 1000 zipcodes,Query for up to 1000 zipcodes using a JSON ARRAY as the request body. Please test programmatically not via this User interface.,US Zipcode Boundaries,[{}],[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Location for Neighborhood boundaries,Query by Location for Neighborhood,Neighborhood Boundaries,"[{'参数名': ['longitude', 'latitude'], '参数类型': ['STRING', 'NUMBER'], '参数注意事项': ['longitude', 'latitude']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,"GET:Query for Neighborhood by State with City, County","Query for Neighborhood by State with City, County",Neighborhood Boundaries,[{}],"[{'参数名': ['nameOnly', 'name', 'state', 'city', 'county'], '参数类型': ['BOOLEAN', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['return a JSON array of neighborhood names(a Query by only the State is allowed)', 'Neighborhood Name', 'State', 'City', 'County']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for Neighborhood by Name and State,Query for Neighborhood by Name and State,Neighborhood Boundaries,"[{'参数名': ['name', 'state'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for Neighborhood Names by State,Query for Neighborhood Names by State,Neighborhood Boundaries,"[{'参数名': ['state'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for State Boundaries,"Query for State Boundary. this will return a simpler GeoJson representation of the State, and will not include zip codes only counties that make up that state as feature properties",State Boundaries,"[{'参数名': ['nameAbbrv'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Location for State boundaries,Query by Location for State boundaries,State Boundaries,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['NUMBER', 'NUMBER'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for State or Territories,Query for any of the 57 state and territories by abbreviation.,US State and Territories,"[{'参数名': ['stateName'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for United States Outline,Outline of US and it's territories.,US State and Territories,[{}],[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query by Location for Place boundaries,"Query by Location for Place/City boundaries.
Incorporated and unincorporated Places.",Place Boundaries,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['NUMBER', 'NUMBER'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for Place Names by State,Query for Place Names by State,Place Boundaries,"[{'参数名': ['state'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for Place boundaries,Query for Place/City boundaries,Place Boundaries,"[{'参数名': ['stateAbbrv', 'name'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Convert a a valid H3 Address as a Long Datatype value into a H3 Address Hex,Convert a a valid H3 Address as a Long Datatype value into a H3 Address Hex,H3: Hexagon Support,"[{'参数名': ['h3Index'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for H3 Hexagon by H3 Index(hex),Query for Hexagon by H3 Index(hex),H3: Hexagon Support,"[{'参数名': ['h3ndex'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for H3 Hexagon by Location,Query for H3 Hexagon by Location,H3: Hexagon Support,[{}],"[{'参数名': ['resolution'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for H3 Hexagon by H3 Index(Long),Query for H3 Hexagon by H3 Index(Long),H3: Hexagon Support,"[{'参数名': ['h3ndex'], '参数类型': ['NUMBER'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Query for Distance & Bearing Between two H3 Index(hex),Query for Distance & Bearing Between H3 Index(hex),H3: Hexagon Support,[{}],"[{'参数名': ['showLineBetween', 'showPoints'], '参数类型': ['BOOLEAN', 'BOOLEAN'], '参数注意事项': ['', '']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Convert a a valid H3 Address Hex value into a H3 Address as a Long Datatype.,Convert a a valid H3 Address Hex value into a H3 Address as a Long Datatype.,H3: Hexagon Support,"[{'参数名': ['h3Index'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Get Census Tract By Location,Retrieve Census Tract by Location,Census Tracts,[{}],"[{'参数名': ['latitude', 'longitude'], '参数类型': ['NUMBER', 'NUMBER'], '参数注意事项': ['', '']}]"
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Get Census Tract by GeoId,Get Census Tract by GeoId,Census Tracts,"[{'参数名': ['geoId'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,POST:Get Census Tracts by GeoIds,Get Census Tracts by GeoIds,Census Tracts,[{}],[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Get Census Tract by County,Returns a GeoJson resprentation of CensusTracts by county,Census Tracts,"[{'参数名': ['county', 'state'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
boundaries-io,https://rapidapi.com/VanitySoft/api/boundaries-io-1/,vanitysoft-boundaries-io-v1.p.rapidapi.com,GET:Get County names by State.,Returns a list of county names by state acronym,Census Tracts,"[{'参数名': ['state'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
