API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:Forecast Weather API,"Forecast weather API method returns upto next 14 day weather forecast and weather alert as json. It contains astronomy data, day weather forecast and hourly interval weather information for a given city.",,[{}],"[{'参数名': ['days', 'lang', 'dt'], '参数类型': ['NUMBER', 'STRING', 'DATE (YYYY-MM-DD)'], '参数注意事项': ['Number of days of forecast required.', ""Returns 'condition:text' field in API in the desired language"", ""If passing 'dt', it should be between today and next 10 day in yyyy-MM-dd format.""]}]"
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:IP Lookup API,IP Lookup API method allows a user to get up to date information for an IP address in json.,,"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['e.g: q=auto:ip\nIP address (IPv4 and IPv6 supported) e.g: q=100.0.0.1']}]",[{}]
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:Time Zone API,Time Zone API method allows a user to get up to date time zone and local time information in json.,,"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['Query parameter based on which data is sent back. It could be following:\nLatitude and Longitude (Decimal degree) e.g: q=48.8567,2.3508\ncity name e.g.: q=Paris\nUS zip e.g.: q=10001\nUK postcode e.g: q=SW1\nCanada postal code e.g: q=G2J\nmetar: e.g: q=metar:EGLL\niata:<3 digit airport code> e.g: q=iata:DXB\nauto:ip IP lookup e.g: q=auto:ip\nIP address (IPv4 and IPv6 supported) e.g: q=100.0.0.1']}]",[{}]
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:Astronomy API,"Astronomy API method allows a user to get up to date information for sunrise, sunset, moonrise, moonset, moon phase and illumination in json.",,[{}],"[{'参数名': ['dt'], '参数类型': ['DATE (YYYY-MM-DD)'], '参数注意事项': ['Date']}]"
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:History Weather API,"History weather API method returns historical weather for a date on or after 1st Jan, 2010 (depending upon subscription level) as json.",,[{}],"[{'参数名': ['lang', 'hour', 'end_dt'], '参数类型': ['STRING', 'NUMBER', 'DATE (YYYY-MM-DD)'], '参数注意事项': [""Returns 'condition:text' field in API in the desired language"", 'Restricting history output to a specific hour in a given day.', ""Restrict date output for History API method. Should be on or after 1st Jan, 2010. Make sure end_dt is equal to or greater than 'dt'.""]}]"
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:Search/Autocomplete API,Search or Autocomplete API returns matching cities and towns.,,"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['Query parameter based on which data is sent back. It could be following:\nLatitude and Longitude (Decimal degree) e.g: q=48.8567,2.3508\ncity name e.g.: q=Paris\nUS zip e.g.: q=10001\nUK postcode e.g: q=SW1\nCanada postal code e.g: q=G2J\nmetar: e.g: q=metar:EGLL\niata:<3 digit airport code> e.g: q=iata:DXB\nauto:ip IP lookup e.g: q=auto:ip\nIP address (IPv4 and IPv6 supported) e.g: q=100.0.0.1']}]",[{}]
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:Sports API,"Sports API method allows a user to get listing of all upcoming sports events for football, cricket and golf in json.",,"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
WeatherAPI.com,https://rapidapi.com/weatherapi/api/weatherapi-com/,weatherapi-com.p.rapidapi.com,GET:Future Weather API,Future weather API method returns weather in a 3 hourly interval in future for a date between 14 days and 300 days from today in the future.,,[{}],"[{'参数名': ['lang'], '参数类型': ['STRING'], '参数注意事项': [""Returns 'condition:text' field in API in the desired language""]}]"
Open Weather,https://rapidapi.com/worldapi/api/open-weather13/,open-weather13.p.rapidapi.com,GET:Current Weather/ {cityName},Get Current Weather Data by City Name,,"[{'参数名': ['city'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Open Weather,https://rapidapi.com/worldapi/api/open-weather13/,open-weather13.p.rapidapi.com,GET:Current Weather/ {lat}/{lon},Get Current Weather Data by Latitude & Longitude,,"[{'参数名': ['lon', 'lat'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Open Weather,https://rapidapi.com/worldapi/api/open-weather13/,open-weather13.p.rapidapi.com,GET:5 days weather forecast,Get 5 days weather forecast,,"[{'参数名': ['lat', 'lon'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:find_places,"Search places by name to get place_id for the Weather Forecast Endpoints and detailed geographical information (country, region, elevation, timezone, etc.) for a given location.",Location Endpoints,[{}],"[{'参数名': ['language'], '参数类型': ['STRING'], '参数注意事项': ['The language the place names. Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:find_places_prefix,"Search places by beginning of the name to get place_id for the Weather Forecast Endpoints and detailed geographical information (country, region, elevation, timezone, etc.) for a given location.",Location Endpoints,[{}],"[{'参数名': ['language'], '参数类型': ['STRING'], '参数注意事项': ['The language the place names. Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:nearest_place,Use this endpoint to search for the nearest named place (village/town/city) from a given GPS coordinates. You will get place_id for the Weather Forecast Endpoints and detailed geographical information.,Location Endpoints,[{}],"[{'参数名': ['language'], '参数类型': ['STRING'], '参数注意事项': ['The language the place names. Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:current,Current weather conditions based on weather stations around the world. Updated every 10 minutes. Define your location using GPS coordinates or place_id from Location endpoints.,Weather Forecast Endpoints,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'timezone', 'language', 'units'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Timezone to be used for the date fields. If not specified, local timezone of the forecast location will be used. The format is according to the tzinfo database, so values like Europe/Prague or UTC can be used. Alternatively you may use the value auto in which case the local timezone of the location is used. The full list of valid timezone strings can be found here.', 'The language of text summaries (variable names are never translated). Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech', 'Unit system to be used. The available values are:\nauto: Select the system automatically, based on the forecast location.\nmetric: Metric (SI) units (°C, mm/h, m/s, cm, km, hPa).\nus: Imperial units (°F, in/h, mph, in, mi, Hg).\nuk: Same as metric, except that visibility is in miles and wind speeds are in mph.\nca: Same as metric, except that wind speeds are in km/h and pressure is in kPa.']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:minutely,Minute-by-minute precipitation forecast for the next 60 minutes. Updated in real-time based on our AI nowcasting models. Define your location using GPS coordinates or place_id from Location ...,Weather Forecast Endpoints,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'timezone', 'language', 'units'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Timezone to be used for the date fields. If not specified, local timezone of the forecast location will be used. The format is according to the tzinfo database, so values like Europe/Prague or UTC can be used. Alternatively you may use the value auto in which case the local timezone of the location is used. The full list of valid timezone strings can be found here.', 'The language of text summaries (variable names are never translated). Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech', 'Unit system to be used. The available values are:\nauto: Select the system automatically, based on the forecast location.\nmetric: Metric (SI) units (°C, mm/h, m/s, cm, km, hPa).\nus: Imperial units (°F, in/h, mph, in, mi, Hg).\nuk: Same as metric, except that visibility is in miles and wind speeds are in mph.\nca: Same as metric, except that wind speeds are in km/h and pressure is in kPa.']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:hourly,"Hourly weather forecast for the next 5 days. Global data are based on our AI technology, which uses many different models. Define your location using GPS coordinates or place_id from Locatio...",Weather Forecast Endpoints,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'timezone', 'language', 'units'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Timezone to be used for the date fields. If not specified, local timezone of the forecast location will be used. The format is according to the tzinfo database, so values like Europe/Prague or UTC can be used. Alternatively you may use the value auto in which case the local timezone of the location is used. The full list of valid timezone strings can be found here.', 'The language of text summaries (variable names are never translated). Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech', 'Unit system to be used. The available values are:\nauto: Select the system automatically, based on the forecast location.\nmetric: Metric (SI) units (°C, mm/h, m/s, cm, km, hPa).\nus: Imperial units (°F, in/h, mph, in, mi, Hg).\nuk: Same as metric, except that visibility is in miles and wind speeds are in mph.\nca: Same as metric, except that wind speeds are in km/h and pressure is in kPa.']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:daily,"Daily weather forecast for the next 21 days. Global data are based on our AI technology, which uses many different models. Define your location using GPS coordinates or place_id from Locatio...",Weather Forecast Endpoints,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'language', 'units'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'The language of text summaries (variable names are never translated). Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech', 'Unit system to be used. The available values are:\nauto: Select the system automatically, based on the forecast location.\nmetric: Metric (SI) units (°C, mm/h, m/s, cm, km, hPa).\nus: Imperial units (°F, in/h, mph, in, mi, Hg).\nuk: Same as metric, except that visibility is in miles and wind speeds are in mph.\nca: Same as metric, except that wind speeds are in km/h and pressure is in kPa.']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:alerts,"Severe weather alerts for the USA, Europe, and Canada. Define your location using GPS coordinates or place_id from Location endpoints.",Weather Forecast Endpoints,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'timezone', 'language'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Timezone to be used for the date fields. If not specified, local timezone of the forecast location will be used. The format is according to the tzinfo database, so values like Europe/Prague or UTC can be used. Alternatively you may use the value auto in which case the local timezone of the location is used. The full list of valid timezone strings can be found here.', 'The language of text summaries (variable names are never translated). Available languages are:\nen: English\nes: Spanish\nfr: French\nde: German\npl: Polish\ncs: Czech']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:astro,"Returns global Sun and Moon information (sunrise/sunset, moonrise/moonset and moon phase) for the next 30 days. Define your location using GPS coordinates or place_id from Location endpoints.",Astronomical Data,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'timezone'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Timezone to be used for the date fields. If not specified, local timezone of the forecast location will be used. The format is according to the tzinfo database, so values like Europe/Prague or UTC can be used. Alternatively you may use the value auto in which case the local timezone of the location is used. The full list of valid timezone strings can be found here.']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:historical_weather,Receive historical weather data for a given day in the past 8 years. Define your location using GPS coordinates or place_id from Location endpoints.,Past Weather Data,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'units'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Unit system to be used. The available values are:\nauto: Select the system automatically, based on the forecast location.\nmetric: Metric (SI) units (°C, mm/h, m/s, cm, km, hPa).\nus: Imperial units (°F, in/h, mph, in, mi, Hg).\nuk: Same as metric, except that visibility is in miles and wind speeds are in mph.\nca: Same as metric, except that wind speeds are in km/h and pressure is in kPa.']}]"
AI Weather by Meteosource,https://rapidapi.com/MeteosourceWeather/api/ai-weather-by-meteosource/,ai-weather-by-meteosource.p.rapidapi.com,GET:weather_statistics,Get average weather: long-term normals for a given place for the next 30 days. Define your location using GPS coordinates or place_id from Location endpoints.,Past Weather Data,[{}],"[{'参数名': ['place_id', 'lat', 'lon', 'units'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Identifier of a place. To obtain the place_id for the location you want, please use Location endpoints. Alternatively, you can specify the location by parameters lat and lon.', 'Latitude in format 12N, 12.3N, 12.3, or 13S, 13.2S, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Longitude in format 12E, 12.3E, 12.3, or 13W, 13.2W, -13.4. Alternatively, you can specify the location by parameter place_id.', 'Unit system to be used. The available values are:\nauto: Select the system automatically, based on the forecast location.\nmetric: Metric (SI) units (°C, mm/h, m/s, cm, km, hPa).\nus: Imperial units (°F, in/h, mph, in, mi, Hg).\nuk: Same as metric, except that visibility is in miles and wind speeds are in mph.\nca: Same as metric, except that wind speeds are in km/h and pressure is in kPa.']}]"
The Weather API,https://rapidapi.com/arsen1c/api/the-weather-api/,the-weather-api.p.rapidapi.com,GET:weather report,Gives weather report of a particular city.,,"[{'参数名': ['cityName'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Vision Weather Map,https://rapidapi.com/doegs/api/vision-weather-map/,vision-weather-map.p.rapidapi.com,GET:Current Weather Data,"With this type of request you can get weather data anywhere on earth. The current weather data is updated online based on data from more than 40,000 weather stations.",,[{}],"[{'参数名': ['lat', 'lon', 'id', 'lang', 'units', 'mode'], '参数类型': ['NUMBER', 'NUMBER', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Must be used with lon. Get current weather data when you know the latitude of the city.', 'Must be used with lat. Get current weather data when you know the longitude of the city.', 'Get current weather data when you know the city ID. Not to be used with lon, lat, or q', 'You can use the lang parameter to get the output in your language. We support the following languages, which you can use with the corresponding lang values: English - en, Russian - ru, Italian - it, Spanish - sp, Ukrainian - ua, German - de, Portuguese - pt, Romanian - ro, Polish - pl, Finnish - fi, Dutch - nl, French - fr, Bulgarian - bg, Swedish - se, Traditional Chinese - zht, Simplified Chinese - zhcn, Turkish - tr', 'You can use different types of metric systems by units = metric or imperial', 'If left blank will default to JSON output. Ability to retrieve data in XML or HTML.']}]"
Vision Weather Map,https://rapidapi.com/doegs/api/vision-weather-map/,vision-weather-map.p.rapidapi.com,GET:5 day / 3 hour forecast data,The 5-day forecast is available in any location or city. It contains weather data every 3 hours. The forecast is available in JSON or XML format.,,[{}],"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['{city name}, {country code} - city name and country code divided by comma, use ISO 3166 country codes']}]"
Vision Weather Map,https://rapidapi.com/doegs/api/vision-weather-map/,vision-weather-map.p.rapidapi.com,GET:View from 16 day / daily forecast dates,16-day forecasts are available in any location or city. Forecasts include the daily weather and are available in JSON or XML format. It is only available for all paid accounts.,,[{}],"[{'参数名': ['q', 'lat', 'lon', 'cnt', 'units', 'mode', 'id', 'lang', 'zip'], '参数类型': ['STRING', 'STRING', 'NUMBER', 'NUMBER', 'STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['city name and country code divided by comma, use ISO 3166 country codes', '', 'Must be used with lat. Get current weather data when you know the longitude of the city.', 'amount of days in the future to forecast', 'You can use different types of metric systems by units = metric or imperial', 'mode - possible values are JSON xml. If mode parameter is empty the format is JSON by default.', 'city id', 'You can use the lang parameter to get the output in your language. We support the following languages, which you can use with the corresponding lang values: Arabic - ar, Bulgarian - bg, Catalan - ca, Czech - cz, German - de, Greek - el, English - en, Persian (Farsi) - fa, Finnish - fi, French - fr, Galician - gl, Croatian - hr, Hungarian - hu, Italian - it, Japanese - ja, Korean - kr, Latvian - la, Lithuanian - lt, Macedonian - mk, Dutch - nl, Polish - pl, Portuguese - pt, Romanian - ro, Russian - ru, Swedish - se, Slovak - sk, Slovenian - sl, Spanish - es, Turkish - tr, Ukrainian - ua, Vietnamese - vi, Simplified Chinese - zhcn, Traditional Chinese - zhtw.', '{zip code},{country code}']}]"
Vision Weather Map,https://rapidapi.com/doegs/api/vision-weather-map/,vision-weather-map.p.rapidapi.com,GET:Climate forecast for 30 days,With the climate forecast for 30 days you can request weather data for the next 30 days. This product is based on a statistical approach for our historical weather data and is updated every hour.,,[{}],"[{'参数名': ['q'], '参数类型': ['STRING'], '参数注意事项': ['']}]"
Easy Weather,https://rapidapi.com/aptitudeapps/api/easy-weather1/,easy-weather1.p.rapidapi.com,GET:Current conditions (basic),Get (basic) current conditions for the given latitude and longitude.,,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Easy Weather,https://rapidapi.com/aptitudeapps/api/easy-weather1/,easy-weather1.p.rapidapi.com,GET:Current conditions (detailed),Get (detailed) current conditions for the given latitude and longitude.,,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Easy Weather,https://rapidapi.com/aptitudeapps/api/easy-weather1/,easy-weather1.p.rapidapi.com,GET:Daily forecast (5 days),Get a 5-day daily forecast for the given latitude and longitude.,,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Easy Weather,https://rapidapi.com/aptitudeapps/api/easy-weather1/,easy-weather1.p.rapidapi.com,GET:Daily forecast (10 days),Get a 10-day daily forecast for the given latitude and longitude.,,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Easy Weather,https://rapidapi.com/aptitudeapps/api/easy-weather1/,easy-weather1.p.rapidapi.com,GET:Hourly forecast (48 hours),Get a 48-hour forecast for the given latitude and longitude.,,"[{'参数名': ['latitude', 'longitude'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
