API名称,API链接,API_Host,Endpoint名称,Endpoint描述,Endpoint种类,Endpoint必须参数,Endpoint可选参数
Forever21,https://rapidapi.com/apidojo/api/forever21/,apidojo-forever21-v1.p.rapidapi.com,GET:products/search,Search for product by name,,[{}],"[{'参数名': ['sort', 'gender', 'brand', 'sizes', 'color_groups'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['One of the following newest|low|high|rate|popular', 'Look for values in facet_fields object, you can pass this param multiple times', 'Look for values in facet_fields object, you can pass this param multiple times', 'Look for values in facet_fields object, you can pass this param multiple times', 'Look for values in facet_fields object, you can pass this param multiple times']}]"
Forever21,https://rapidapi.com/apidojo/api/forever21/,apidojo-forever21-v1.p.rapidapi.com,GET:products/v2/detail,Get detail information of product by id,,"[{'参数名': ['productId'], '参数类型': ['STRING'], '参数注意事项': ['Look for values of ProductId object returned in …/products/v2/list endpoint']}]",[{}]
Forever21,https://rapidapi.com/apidojo/api/forever21/,apidojo-forever21-v1.p.rapidapi.com,GET:categories/list (Deprecated),List all categories from F21,,[{}],[{}]
Forever21,https://rapidapi.com/apidojo/api/forever21/,apidojo-forever21-v1.p.rapidapi.com,GET:products/list (Deprecated),List products by category,,[{}],"[{'参数名': ['sort', 'maxprice', 'color', 'size'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['One of the following newest|low|high|rate|popular', 'Limit products return under this amount of money', 'Look for values in Variants object, you can pass this param multiple times', 'Look for values in Sizes object, you can pass this param multiple times']}]"
Forever21,https://rapidapi.com/apidojo/api/forever21/,apidojo-forever21-v1.p.rapidapi.com,GET:products/detail (Deprecated),Get detail information of product by id,,"[{'参数名': ['productid'], '参数类型': ['STRING'], '参数注意事项': ['Look for values of ProductId object from /products/list API']}]",[{}]
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:lookupSellerPrices,Lookup offer from different seller for the specified product,,"[{'参数名': ['page', 'domainCode', 'asin'], '参数类型': ['STRING', 'STRING', 'STRING'], '参数注意事项': ['Number of pages to return', 'e.g. com / de / fr / co.uk', '']}]",[{}]
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:searchByKeywordAsin,"Search products by keyword, returning all asins for the specified page.",,[{}],"[{'参数名': ['excludeSponsored', 'sortBy', 'withCache', 'category'], '参数类型': ['STRING', 'STRING', 'BOOLEAN', 'STRING'], '参数注意事项': ['Set true to exclude sponsored products', '', 'If true, proxy for same searchterm will be cached and used for next page. Might increase the response quality.', 'Pass the amazon category which should used for the search. Valid category list can found on the amazon website on the search selection box. Important: If the passed category is not a valid amazon category, the response will be empty']}]"
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:lookupReviews,Lookup reviews from a product,,[{}],"[{'参数名': ['sortBy', 'filters'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', 'Semicolon seperated list of filters']}]"
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:lookupSeller,Lookup seller details based on sellerid and domain,,[{}],"[{'参数名': ['sellerId', 'domainCode'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]"
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:lookupProduct,request product information,,[{}],"[{'参数名': ['merchant'], '参数类型': ['STRING'], '参数注意事项': ['merchant id']}]"
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:lookupSellerProducts,Lookup all products for a given seller page by page.,,"[{'参数名': ['domainCode', 'sellerId', 'page'], '参数类型': ['STRING', 'STRING', 'NUMBER'], '参数注意事项': ['', '', '']}]",[{}]
Axesso - Amazon Data Service,https://rapidapi.com/axesso/api/axesso-amazon-data-service1/,axesso-axesso-amazon-data-service-v1.p.rapidapi.com,GET:lookupBestSeller,Lookup best seller list by providing url and page.,,[{}],"[{'参数名': ['url', 'page'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]"
Otapi Taobao Tmall Simple,https://rapidapi.com/open-trade-commerce-open-trade-commerce-default/api/otapi-taobao-tmall-simple/,otapi-taobao-tmall-simple.p.rapidapi.com,GET:Get Item Brief,Get brief info about taboa / tmall products.,,"[{'参数名': ['language', 'itemId'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', '']}]",[{}]
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:categories/list,List all available categories,,[{}],[{}]
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:products/list,List products with options and filters,,[{}],"[{'参数名': ['limit', 'offset', 'keyword', 'dimensionValueID', 'sortID'], '参数类型': ['NUMBER', 'NUMBER', 'STRING', 'STRING', 'NUMBER'], '参数注意事项': ['For paging purpose', 'For paging purpose, starting from 1', 'Any term or phrase to look for relating products. Ex : bikini top', 'The value of payload/dimensions/dimensionValues/currentDimensionId JSON object returned right in this endpoint. Pass this parameter several times to filter by multiple options. Ex : …&dimensionValueID=AgeAppropriate:Teens&dimensionValueID=Size:TWIN…', 'The value of payload/sorts/ID JSON object returned right in this endpoint.']}]"
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:products/search-by-barcode,Search product by barcode,,"[{'参数名': ['upc'], '参数类型': ['STRING'], '参数注意事项': ['The scanned code (UPC)']}]",[{}]
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:products/detail,Get detail information of specific product,,"[{'参数名': ['webID'], '参数类型': ['STRING'], '参数注意事项': ['The value of webID returned in …/products/list endpoint']}]",[{}]
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:reviews/list,List reviews relating to a product,,[{}],"[{'参数名': ['Limit', 'Offset', 'Sort'], '参数类型': ['NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['For paging purpose', 'For paging purpose', 'One of the followings : SubmissionTime:asc|SubmissionTime:desc|Rating:asc|Rating:desc|Helpfulness:asc|Helpfulness:desc|HasPhotos:asc|HasPhotos:desc|HasVideos:asc|HasVideos:desc']}]"
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:qnas/list,List questions and answers relating to a product,,[{}],"[{'参数名': ['Limit', 'Offset', 'Sort'], '参数类型': ['NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['For paging purpose', 'For paging purpose', 'One of the followings : LastApprovedAnswerSubmissionTime:desc|LastApprovedAnswerSubmissionTime:asc|SubmissionTime:desc|SubmissionTime:asc']}]"
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:stores/list,List stores near a provided GEO location,,[{}],"[{'参数名': ['radius'], '参数类型': ['NUMBER'], '参数注意事项': ['The radius to look for stores around the GEO location']}]"
Kohls,https://rapidapi.com/apidojo/api/kohls/,kohls.p.rapidapi.com,GET:auto-complete (Deprecating),Get suggestions by term or phrase,,"[{'参数名': ['query'], '参数类型': ['STRING'], '参数注意事项': ['Any term or phrase that you are familiar with']}]",[{}]
Idealo data,https://rapidapi.com/3b-data-3b-data-default/api/idealo-data/,idealo-data.p.rapidapi.com,POST:Start search by term,"Create a product search session based on a search term (e.g. iphone 11). A successful response returns job_id, which is required when polling the session. Take the job_id and append it as a param to the poll session URL.",,[{}],[{}]
Idealo data,https://rapidapi.com/3b-data-3b-data-default/api/idealo-data/,idealo-data.p.rapidapi.com,POST:Start search by id,"Create a product search session based on Idealo product ids (e.g. 6765233). A successful response returns job_id, which is required when polling the session. Take the job_id and append it as a param to the poll session URL.",,[{}],[{}]
Idealo data,https://rapidapi.com/3b-data-3b-data-default/api/idealo-data/,idealo-data.p.rapidapi.com,POST:Start search by GTIN,"Create a product search session based on a search GTIN - Global Trade Item Number (e.g. 0194252099537). A successful response returns job_id, which is required when polling the session. Take the job_id and append it as a param to the poll session URL.",,[{}],[{}]
Idealo data,https://rapidapi.com/3b-data-3b-data-default/api/idealo-data/,idealo-data.p.rapidapi.com,GET:Poll session results,Get products from created session,,"[{'参数名': ['job_id'], '参数类型': ['STRING'], '参数注意事项': ['']}]",[{}]
Amazon Product Price Data,https://rapidapi.com/JSL346/api/amazon-product-price-data/,amazon-product-price-data.p.rapidapi.com,GET:product,Get Amazon product price information by locale.,,"[{'参数名': ['asins', 'locale'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['', 'Currently supported locales:\nUS (amazon.com)\nUK (amazon.co.uk)\nCA (amazon.ca)\nIN (amazon.in)\nFR (amazon.fr)\nMore coming soon!']}]",[{}]
Real-Time Product Search,https://rapidapi.com/letscrape-6bRBa3QguO5/api/real-time-product-search/,real-time-product-search.p.rapidapi.com,GET:Search,Search for product offers - both free-form queries and GTIN/EAN are supported. Each page contains up to 30 product offers. Infinite pagination/scrolling is supported using the page parameter.,,[{}],"[{'参数名': ['country', 'language', 'page', 'sort_by', 'min_price', 'max_price', 'product_condition', 'free_returns', 'free_shipping', 'max_shipping_days', 'on_sale', 'store_id', 'min_rating'], '参数类型': ['STRING', 'STRING', 'NUMBER', 'ENUM', 'NUMBER', 'NUMBER', 'ENUM', 'BOOLEAN', 'BOOLEAN', 'NUMBER', 'BOOLEAN', 'STRING', 'ENUM'], '参数注意事项': ['Country code of the region/country to return offers for.\nValid values: see https://en.wikipedia.org/wiki/ISO_3166-1_alpha-2\nDefault: us.', 'The language of the results.\nValid values: see https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes\nDefault: en.', 'Results page to return.\nDefault: 1.', 'Sort product offers by best match, top rated, lowest or highest price.\nPossible values: BEST_MATCH, TOP_RATED, LOWEST_PRICE, HIGHEST_PRICE.\nDefault: BEST_MATCH.', 'Only return product offers with price greater than a certain value.', 'Only return product offers with price lower than a certain value.', 'Only return products with a specific condition.\nPossible values: NEW, USED, REFURBISHED.', 'Only return product offers that offer free returns.\nDefault: false.', 'Only return product offers that offer free shipping/delivery.\nDefault: false.', 'Only return product offers that offer shipping/delivery of up to specific number of days (i.e. shipping speed).', 'Only return product offers that are currently on sale.\nDefault: false.', ""Only return product offers from specific stores (comma separated list of store id's). Store IDs can be obtained from the Google Shopping URL after using the Seller filter by taking the part after the merchagg: variable within the tbs parameter.\nWhen filtering for a certain Seller / Store on Google Shopping, a URL similar to the following is shown on the address bar: https://www.google.com/search?gl=us&tbm=shop&q=shoes&tbs=mr:1,merchagg:m100456214|m114373355, in that case, the Store IDs are m100456214 and m114373355 - to filter for these stores, set store_id=m100456214,m114373355."", 'Return products with rating greater than the specified value.\nPossible values: 1, 2, 3, 4.']}]"
Real-Time Product Search,https://rapidapi.com/letscrape-6bRBa3QguO5/api/real-time-product-search/,real-time-product-search.p.rapidapi.com,GET:Product Offers,Get all offers available for a product.,,[{}],"[{'参数名': ['country', 'language'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Country code of the region/country to return offers for.\nValid values: see https://en.wikipedia.org/wiki/ISO_3166-1_alpha-2\nDefault: us.', 'The language of the results.\nValid values: see https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes\nDefault: en.']}]"
Real-Time Product Search,https://rapidapi.com/letscrape-6bRBa3QguO5/api/real-time-product-search/,real-time-product-search.p.rapidapi.com,GET:Product Reviews,Get all product reviews. Infinite pagination/scrolling is supported using the limit and offset parameters.,,[{}],"[{'参数名': ['limit', 'offset', 'rating', 'country', 'language'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Maximum number of product reviews to return.\nValid values: integers from 0-100.\nDefault: 10.', 'Number of reviews to skip.\nValid values: integers from 0-30000\nDefault: 0.', 'Only return reviews with user rating greater than the specified value.\nValid values: 1-5.', 'Country code of the region/country.\nValid values: see https://en.wikipedia.org/wiki/ISO_3166-1_alpha-2\nDefault: us.', 'The language of the results.\nValid values: see https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes\nDefault: en.']}]"
Real-Time Product Search,https://rapidapi.com/letscrape-6bRBa3QguO5/api/real-time-product-search/,real-time-product-search.p.rapidapi.com,GET:Product Details,"Get the details of a specific product by product id. Returns the full product details in addition to reviews sample, photos, product specs and more information.",,[{}],"[{'参数名': ['country', 'language'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['Country code of the region/country to return offers for.\nValid values: see https://en.wikipedia.org/wiki/ISO_3166-1_alpha-2\nDefault: us.', 'The language of the results.\nValid values: see https://en.wikipedia.org/wiki/List_of_ISO_639-1_codes\nDefault: en.']}]"
Lazada DataHub,https://rapidapi.com/ecommdatahub/api/lazada-datahub/,lazada-datahub.p.rapidapi.com,GET:Lazada - Item Search by Image,"Complete Item Search Endpoint. Supported sites from Singapore, Vietnam, Thailand, Indonesia, Philippines, and Malaysia.",,[{}],"[{'参数名': ['imgRegion', 'catId', 'sort', 'locale'], '参数类型': ['STRING', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Image Region is the search focus position from the given image. Eg.: 120,45,190,150', '', '', 'Available options for each region parameter:\nPhilippines PH: en_US\nSingapore SG: en_SG; zn_CN\nIndonesia ID: en_US; id_ID\nMalaysia MY: en_MY ; zn_CN ; ms_MY\nThailand TH: en_US; th_TH\nVietnam VN: en_SG; vi_VN']}]"
Lazada DataHub,https://rapidapi.com/ecommdatahub/api/lazada-datahub/,lazada-datahub.p.rapidapi.com,GET:Lazada - Item Search,"Complete Item Search Endpoint. Supported sites from Singapore, Vietnam, Thailand, Indonesia, Philippines, and Malaysia.",,[{}],"[{'参数名': ['locale', 'page', 'sort', 'startPrice', 'endPrice'], '参数类型': ['STRING', 'NUMBER', 'STRING', 'STRING', 'STRING'], '参数注意事项': ['Available options for each region parameter:\nPhilippines PH: en_US\nSingapore SG: en_SG; zn_CN\nIndonesia ID: en_US; id_ID\nMalaysia MY: en_MY ; zn_CN ; ms_MY\nThailand TH: en_US; th_TH\nVietnam VN: en_SG; vi_VN', '', '', '', '']}]"
Lazada DataHub,https://rapidapi.com/ecommdatahub/api/lazada-datahub/,lazada-datahub.p.rapidapi.com,GET:Lazada - Item Detail 2 (Working),"Complete Item Detail. Supported sites from Singapore, Vietnam, Thailand, Indonesia, Philippines, and Malaysia.",,[{}],"[{'参数名': ['locale'], '参数类型': ['STRING'], '参数注意事项': ['Available options for each region parameter:\nPhilippines PH: en_US\nSingapore SG: en_SG; zn_CN\nIndonesia ID: en_US; id_ID\nMalaysia MY: en_MY ; zn_CN ; ms_MY\nThailand TH: en_US; th_TH\nVietnam VN: en_SG; vi_VN']}]"
Lazada DataHub,https://rapidapi.com/ecommdatahub/api/lazada-datahub/,lazada-datahub.p.rapidapi.com,GET:Lazada - Item Detail (Paused),"Complete Item Detail. Supported sites from Singapore, Vietnam, Thailand, Indonesia, Philippines, and Malaysia.",,[{}],"[{'参数名': ['locale'], '参数类型': ['ENUM'], '参数注意事项': ['Available options for each region parameter:\nPhilippines PH: en_US\nSingapore SG: en_SG; zh_CN\nIndonesia ID: en_US; id_ID\nMalaysia MY: en_MY ; zh_CN ; ms_MY\nThailand TH: en_US; th_TH\nVietnam VN: en_SG; vi_VN']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Item App Info,Retrieves original item information from Taobao App,Item,"[{'参数名': ['itemId'], '参数类型': ['NUMBER'], '参数注意事项': ['Taobao Item Identifier']}]",[{}]
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:item Full Info,Retrieves item full information,Item,[{}],"[{'参数名': ['target_language'], '参数类型': ['STRING'], '参数注意事项': ['The language of translation, list of all supported languages can be found here.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Item Info,Retrieves item information,Item,[{}],"[{'参数名': ['target_language'], '参数类型': ['STRING'], '参数注意事项': ['The language of translation, list of all supported languages can be found here.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Item Info From Url,Retrieves item information by a Taobao Url,Item,[{}],"[{'参数名': ['target_language'], '参数类型': ['STRING'], '参数注意事项': ['The language of translation, list of all supported languages can be found here.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Items Batch Info,Retrieves batch information for multiple items at once,Item,[{}],"[{'参数名': ['target_language'], '参数类型': ['STRING'], '参数注意事项': ['The language of translation, list of all supported languages can be found here.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Search By Image,Searches for items based on an uploaded image,Search,[{}],"[{'参数名': ['page', 'size', 'sort', 'isTmall', 'minPrice', 'maxPrice', 'minSellerRating', 'maxSellerRating', 'target_language'], '参数类型': ['NUMBER', 'NUMBER', 'STRING', 'BOOLEAN', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'STRING'], '参数注意事项': ['The page number of the results to be retrieved. Default is 1.', 'Number of results per page.', ""This parameter is used to specify the sorting order of the items returned in the API response. There are six available sorting options for the sort parameter:\ndefault: This is the default sort option, and it sorts the items based on the Pinduoduo platform's default sort order.\nprice_asc: This option sorts the items in ascending order of their prices, with the lowest priced items appearing first in the response.\nprice_desc: This option sorts the items in descending order of their prices, with the highest priced items appearing first in the response.\ntotal_price_asc: This option sorts the items in ascending order of their total prices, which includes any discounts or promotions, with the lowest total priced items appearing first in the response.\ntotal_price_desc: This option sorts the items in descending order of their total prices, with the highest total priced items appearing first in the response.\nvolume_desc: This option sorts the items in descending order of their sales volume, with the best-selling items appearing first in the response.\nvendor_rating_desc: This option sorts the items in descending order of their seller rating, with the highest rated sellers appearing first in the response.\nupdated_time_desc: This option sorts the items in descending order of their update time, with the most recently updated items appearing first in the response."", ""Indicates if the search results would include only Tmall products. Set to true if you only want Tmall products, false if you want only Taobao products, don't provide it if you want both."", 'Minimum Item Price', 'Maximum Item Price', 'Minimum Item Seller Rating', 'Maximum Item Seller Rating', 'The language of translation, list of all supported languages can be found here.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Search Items,Searches for items using a query string,Search,[{}],"[{'参数名': ['sort', 'page', 'size', 'hasDiscount', 'inStock', 'isTmall', 'minPrice', 'maxPrice', 'minSellerRating', 'maxSellerRating', 'target_language', 'query_language'], '参数类型': ['STRING', 'NUMBER', 'NUMBER', 'BOOLEAN', 'BOOLEAN', 'BOOLEAN', 'NUMBER', 'NUMBER', 'NUMBER', 'NUMBER', 'STRING', 'STRING'], '参数注意事项': [""This parameter is used to specify the sorting order of the items returned in the API response. There are six available sorting options for the sort parameter:\ndefault: This is the default sort option, and it sorts the items based on the Taobao platform's default sort order.\nprice_asc: This option sorts the items in ascending order of their prices, with the lowest priced items appearing first in the response.\nprice_desc: This option sorts the items in descending order of their prices, with the highest priced items appearing first in the response.\ntotal_price_asc: This option sorts the items in ascending order of their total prices, which includes any discounts or promotions, with the lowest total priced items appearing first in the response.\ntotal_price_desc: This option sorts the items in descending order of their total prices, with the highest total priced items appearing first in the response.\nvolume_desc: This option sorts the items in descending order of their sales volume, with the best-selling items appearing first in the response.\nvendor_rating_desc: This option sorts the items in descending order of their seller rating, with the highest rated sellers appearing first in the response.\nupdated_time_desc: This option sorts the items in descending order of their update time, with the most recently updated items appearing first in the response."", 'The page number of the results to be retrieved. Default is 1.', 'Number of results per page.', ""If set to true, the results will contain only items with discount, if set to false the results will contain only items without a discount. Don't set the parameter so you can get both results."", ""If set to true, the results will contain only items in stock, if set to false the results will contain only items out of stock. Don't set the parameter so you can get both results."", ""Indicates if the search results would include only Tmall products. Set to true if you only want Tmall products, false if you want only Taobao products, don't provide it if you want both."", 'Minimum Item Price', 'Maximum Item Price', 'Minimum Item Seller Rating', 'Maximum Item Seller Rating', 'The language of translation, list of all supported languages can be found here.', 'The query_language parameter specifies the language of the search query provided in the query parameter for translation into Chinese. This is important because the query must be in Chinese to be searched on the platform.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Search Suggestions,Provides suggestions for search queries,Search,[{}],"[{'参数名': ['target_language', 'query_language'], '参数类型': ['STRING', 'STRING'], '参数注意事项': ['The language of translation, list of all supported languages can be found here.', 'The query_language parameter specifies the language of the search query provided in the query parameter for translation into Chinese. This is important because the query must be in Chinese to be searched on the platform.']}]"
Taobao/Tmall (淘宝) Data Service,https://rapidapi.com/iamEvara/api/taobao-tmall-Tao-Bao-data-service/,taobao-tmall-Tao-Bao-data-service.p.rapidapi.com,GET:Seller Info,Retrieves detailed seller info,Seller,"[{'参数名': ['sellerId'], '参数类型': ['STRING'], '参数注意事项': ['Taobao Seller Identifier']}]",[{}]
