API链接,Update_Time,Author,API名称,API描述,API Popularity,API Latency,API Service Level
https://rapidapi.com/NeilMOconnell/api/cryptocurrency-markets1/, a year ago , NeilMOconnell ,Cryptocurrency Markets,"Live price charts, trading and alerts for cryptocurrencies like Bitcoin (BTC) and Ethereum (ETH) on Kraken, Coinbase Pro, Binance, and more.",,,
https://rapidapi.com/m1kx/api/universal-easy-webhooks/, 9 months ago , m1kx ,Universal / Easy Webhooks,Simplify your application by just having 1 endpoint for all types of webhooks / requests,,,
https://rapidapi.com/interzoid/api/global-page-load/, 2 years ago , Interzoid ,Global Page Load,"Provides a timed, browser-simulated page load function or API call round-trip from the specified geography using a server from that geography.",,,
https://rapidapi.com/bigdatacloud-pty-ltd-bigdatacloud-pty-ltd-default/api/tor-exit-nodes-geolocated/, a year ago , BigDataCloud Pty Ltd ,Tor Exit Nodes Geolocated,This API returns the list of active Tor exit nodes geolocated to country-level along with active carrier information.,,,
https://rapidapi.com/sixbladeknife/api/agri-index-data/, a year ago , sixbladeknife ,Agri Index Data,"This API provides data for agricultural purposes, from Sentinel 2 satellites data to elaborate agronomic index",,,
https://rapidapi.com/sunandmoon/api/ssl-snitch/, 2 years ago , sunandmoon ,SSL Snitch,The easy way to monitor SSL certificate expirations.,2.0,"1,173 ms",100%
https://rapidapi.com/andychen-nBn3-aYqo/api/screenshot-maker/, 2 months ago , Andy Chen ,Screenshot Maker,Take perfect screenshot from websites. Powered by nodejs The service work through proxy servers. Use proxyCountry : europe Or proxyState : france | spain otherwise it will pick one randomly,2.1,"9,653 ms",68%
https://rapidapi.com/PenTesting/api/secureforest/, 2 years ago , Vadim Toptunov ,SECUREFOREST,Risk Scoring for the Internet of Everything.,,,
https://rapidapi.com/GuillaumeSMedia/api/network-tools/, 2 years ago , Guillaume ,Network Tools,Provides network utilities,,,
https://rapidapi.com/trigger1610/api/exchange-rate-api2/, 10 months ago , Dmitry Kovalev ,Exchange Rate API,Exchange Rates from Investing.com web site It gets the ability to know the current exchange rate for specific pair of currency.,0.0,121 ms,0%
https://rapidapi.com/saumarpe/api/crypto-domain-ownership/, 2 years ago , blockchaindev ,Crypto Domain Ownership,Get metadata and owner's wallet for NFT/Blockchain domains at scale.,,,
https://rapidapi.com/ApisbyET/api/latest-earthquakes/, 2 years ago , ApisbyET ,Latest Earthquakes,"Last earthquakes, date, latitude, longitude, magnitude and depth",0.0,220 ms,0%
https://rapidapi.com/francoisgreeff16-Pg1uIyWnxxl/api/stack-overflow-monitor/, 2 years ago , Francois Greeff ,stack overflow monitor,"an api retrieving the top questions from stack overflow from the home page categories, (bounty, interesting, week top), providing the question, number of answers and URL.",,,
https://rapidapi.com/the-api-arena-the-api-arena-default/api/ssl-certificate-checker/, 2 years ago , The API Arena ,SSL Certificate checker,"Get information about SSL Certificate validity, issuer, etc.. from your domain name.",0.0,13 ms,0%
https://rapidapi.com/dataleakmonitor/api/ip-advanced-toolkit/, 2 years ago , DLM ,IP Advanced Toolkit,IP Advanced Toolkit,,,
https://rapidapi.com/x89527319287-cPziBw35DeT/api/test6733/, 2 years ago , a a ,Test,Testing api,,,
https://rapidapi.com/ecuneyt/api/subjson/, 2 years ago , ecuneyt ,subjson,Provides subdomains in JSON from top selected companies that offers a bug bounty program.,,,
https://rapidapi.com/Maryline/api/crypto-currency-live-prices/, 2 years ago , Maryline ,Crypto Currency live Prices,An API showing all the latest prices of cryptocurrencies,,,
https://rapidapi.com/mkdeveloper/api/website-malware-and-security-checker1/, a year ago , ,Website malware and security checker,"Check your site for malware and indicators of compromise can help you keep tabs on your website’s security and focus your perspective to identify security related issues. Quick response to threats help maintain SEO rankings, organic traffic, brand reputation, and protect website visitors from harm.",,,
https://rapidapi.com/MSnoeren/api/ssl-certificate/, 2 years ago , MSnoeren ,SSL Certificate,Retrieve information about a domain's certificate.,,,
https://rapidapi.com/botmaker.pro/api/ssl-checker/, 2 years ago , Alex ,SSL Checker,Get all sensitive data about any public SSL certificate,0.1,334 ms,100%
https://rapidapi.com/olehmirosh/api/plerdy/, 2 years ago , Oleh Mirosh (JonnyB) ,Plerdy,Plerdy ( https://www.plerdy.com/ ) is multifunctional SaaS solution for an improvement of conversion on websites.,,,
https://rapidapi.com/adriens/api/eaux-baignade-noumea/, 2 years ago , SALES ,eaux-baignade-noumea,"API sur la qualité des eaux de baignade des plages à Nouméa. Permet de savoir si la baignade est autorisée, déconseillée ou interdite",,,
https://rapidapi.com/itvisualmediamonitor/api/searchingwebrequest/, 2 years ago , Software Developer ,SearchingWebRequest,We need to search text using Specific keyword,,,
https://rapidapi.com/cryptocurrencyalerting/api/cryptocurrency-alerting/, 2 years ago , CryptocurrencyAlerting ,Cryptocurrency Alerting,"Track crypto & bitcoin price movements, exchange listings alerts, wallet monitoring and btc network health. Visit https://cryptocurrencyalerting.com/rest-api.html to get an API token.",,,
https://rapidapi.com/adriens/api/scalair-nc/, 2 years ago , SALES ,scalair-nc,"API de Scalair NC, les indices de qualité de l'air",0.0,216 ms,100%
https://rapidapi.com/whoisapi/api/domain-whois-registrant-alert-v2/, 2 years ago , Whois XML API ,Domain Whois Registrant Alert v2,Registrant Alert API (v2) lets you check which domains have been added or disposed of for the registrants you define as search criteria.,,,
https://rapidapi.com/whoisapi/api/domain-whois-brand-alert-v2/, 2 years ago , Whois XML API ,Domain Whois Brand Alert v2,"Brand Alert API (v2) lets you monitor the exact matches, close variations, and common misspellings related to your brand and trademarks' domain names.",,,
https://rapidapi.com/hanyamoustafagefcic/api/iaqwifiapp/, 2 years ago , Hanya Moustafa ,iaqwifiapp,Indoor air quality app to help asthmatics,,,
https://rapidapi.com/gf.regalado/api/isbin-ba-api/, 2 years ago , Gonçalo Regalado ,ISBIN-BA-API,A Public API to access data generated by ISBIN in Bairro Alto,,,
https://rapidapi.com/mdamirhossainau/api/certficate/, 10 months ago , Mohammad Amir Hossain ,Certficate,Get the SSL certificate details of any public host. The binding of the certificate should be on port 443,0.0,953 ms,16%
https://rapidapi.com/zedjeep/api/devbrewer-horoscope/, 2 years ago , Saptarshi Mazumdar ,Devbrewer Horoscope,A horoscope API for all purpose,0.1,463 ms,100%
https://rapidapi.com/alloygodwin1/api/covid-19-v1/, 2 years ago , Godwin L ,COVID-19 V1,COVID-19 API v1 built to track global corona virus outbreak.,,,
https://rapidapi.com/kloudless-kloudless-default/api/kloudless-activity-monitoring/, 2 years ago , Kloudless ,Kloudless Activity Monitoring,"One Monitoring API for Any Cloud App: Dropbox, Box, Google Drive, Slack, MS Teams, Salesforce, Office 365, SharePoint",,,
https://rapidapi.com/Yatko/api/coronavirus-map/, 2 years ago , Yatko ,coronavirus map,"Coronavirus API with free COVID-19 live updates. The best free coronavirus API and COVID-19 update source. Programmatically access live corona virus updates for statistics with historical data, maps, charts, graphs. COVID-19 API and corona virus live updates.",0.1,22 ms,0%
https://rapidapi.com/subhashambee/api/ambee-soil-data/, 2 years ago , Team Ambee ,Ambee Soil Data,Global real-time soil API. Integrate soil API for global real-time soil information. Test an API call. Get accurate & actionable data insights.,0.1,214 ms,100%
https://rapidapi.com/youssryk2020/api/mboum/, 2 years ago , youssry khalil ,mboum,"Mboum - Stock Screener and APIs for realtime stock, options ...",,,
https://rapidapi.com/subhashambee/api/ambee-pollen-data1/, 2 years ago , Team Ambee ,Ambee Pollen Data,World’s first-ever pollen API. Integrate Pollen API for global hyper-local real-time data on pollen count. Test an API call. Get accurate & actionable data insights.ollen count. Test an API call. Get accurate & actionable data insights.,0.0,415 ms,100%
https://rapidapi.com/andrejplavsic3-ozcdQGI7M5U/api/weather-request/, 2 years ago , Andrej Plavsic ,Weather Request,"Restful API for getting weather information, city and country name, weather type, current date and time.",0.1,932 ms,100%
https://rapidapi.com/lakshmi-digipro-systemz-lakshmi-digipro-systemz-default/api/otp19/, 2 years ago , Lakshmi Digipro Systemz ,OTP,send Account Registration OTP,0.1,383 ms,100%
https://rapidapi.com/david-u2utmERHn/api/climate-change-live-feed/, 2 years ago , David Hinkley ,Climate Change Live Feed,News API for climate change issues worldwide.,,,
https://rapidapi.com/KeyStorke/api/covid-19-info/, 2 years ago , Nickolay ,COVID-19 info,Information about the distribution of COVID-19,,,
https://rapidapi.com/hauklandjohannes-g10tq5spx7b/api/coronastatsbycountry/, 2 years ago , Johannes Haukland ,CoronaStatsByCountry,"The API provides information on total cases, deaths and recovered worldwide and for specific countries.",,,
https://rapidapi.com/Zariwaya1/api/onboarding-project1470/, a year ago , Zariwaya1 ,👋 Onboarding Project,This Project is created by the onboarding process,,,
https://rapidapi.com/Prastiwar/api/lovedate/, 2 months ago , Tomasz Piowczyk ,LoveDate,### Get information about exactly how long you stick with your love partner,,,
https://rapidapi.com/amazon-giftcard-my-sample/api/my-sample12/, 5 months ago , Amazon giftcard ,my sample,Social,,,
